game,team,difficulty,formation,lineup
Istanbulspor vs. Trabzonspor - Friday August 5 - 2022,Istanbulspor,hard,5-4-1,JENSEN;ERDOGAN;YESIL;AKSU;YASAR;BERBER;YAZGAN;KABASAKAL;TOPALLI;ABAZAJ;YILMAZ
Trabzonspor vs. Basaksehir - Saturday January 14 - 2023,Basaksehir,hard,4-1-4-1,BABACAN;TOUBA;DUARTE;NDAYISHIMIYE;LIMA;SAHINER;TEKDEMIR;OZCAN;GURLER;TURUC;OKAKA
Trabzonspor vs. Basaksehir - Saturday January 14 - 2023,Trabzonspor,easy,4-2-3-1,CAKIR;DENSWIL;BARTRA;ELMALI;BRUNO PERES;SIOPIS;OMUR;BAKASETAS;TREZEGUET;GOMEZ;DJANINY
Gaziantep FK vs. Fenerbahce - Sunday January 15 - 2023,Fenerbahce,easy,4-1-3-2,BAYINDIR;SZALAI;AKAYDIN;ALIOSKI;KADIOGLU;ARAO;CRESPO;YANDAS;MOR;VALENCIA;BATSHUAYI
Gaziantep FK vs. Fenerbahce - Sunday January 15 - 2023,Gaziantep FK,hard,4-2-3-1,GUVENC;DJILOBODJI;ERSOY;PEHLIVAN;KITSIOU;JEVTOVIC;MERKEL;MAXIM;SAGAL;MARKOVIC;FIGUEIREDO
Kasimpasa vs. Fatih Karagumruk - Sunday January 15 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;DRESEVIC;BANIYA;BIRASCHI;MERCAN;RICCI;OZDOEV;SHUKUROV;COLLEY;KAZIM-RICHARDS;BORINI
Kasimpasa vs. Fatih Karagumruk - Sunday January 15 - 2023,Kasimpasa,hard,4-1-4-1,CANPOLAT;DONK;GRAOVAC;OZCAN;TIRPAN;HADERGJONAJ;EYSSERIC;HAJRADINOVIC;BEN OUANES;ENGIN;BAHOKEN
Umraniyespor vs. Istanbulspor - Sunday January 15 - 2023,Istanbulspor,hard,4-4-2,JENSEN;YESIL;ERDOGAN;AKSU;DUHANEY;KABASAKAL;RROCA;ETHEMI;TOPALLI;GULTEKIN;EZE
Umraniyespor vs. Istanbulspor - Sunday January 15 - 2023,Umraniyespor,hard,4-1-4-1,KIRINTILI;GLUMAC;ATASAYAR;POPOV;YILMAZ;SACKEY;GOKSU;MRSIC;GERALDO;AYIK;NAYIR
Adana Demirspor vs. Giresunspor - Friday January 20 - 2023,Adana Demirspor,hard,4-4-2,OZBIR;GULER;MANEV;RODRIGUES;SVENSSON;INLER;NDIAYE;STAMBOULI;AKBABA;BELHANDA;SARI
Adana Demirspor vs. Giresunspor - Friday January 20 - 2023,Giresunspor,hard,4-2-3-1,PIRI;PEREZ;ARIAS;ULUDAG;BILAZER;CAMPUZANO;MEJIA;SAGLAM;SERGINHO;SAINZ;BAJIC
Galatasaray vs. Antalyaspor - Saturday January 21 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;TOPRAK;SARI;VURAL;FLORANUS;AKYOL;AYDOGDU;NAKAJIMA;LARSSON;MEHMEDI;LUIZ ADRIANO
Galatasaray vs. Antalyaspor - Saturday January 21 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;TASDEMIR;BOEY;TORREIRA;OLIVEIRA;AKTURKOGLU;RASHICA;MERTENS;ICARDI
Kasimpasa vs. Basaksehir - Saturday January 21 - 2023,Basaksehir,hard,4-1-4-1,BABACAN;TOUBA;DUARTE;LIMA;SAHINER;TEKDEMIR;OZCAN;ALEKSIC;GURLER;TURUC;KENY
Kasimpasa vs. Basaksehir - Saturday January 21 - 2023,Kasimpasa,hard,3-5-2,CANPOLAT;DONK;CIFTPINAR;OZCAN;TIRPAN;EYSSERIC;CELINA;HAJRADINOVIC;BEN OUANES;FALL;BAHOKEN
Alanyaspor vs. Fatih Karagumruk - Sunday January 22 - 2023,Alanyaspor,hard,3-4-2-1,RUNARSSON;BAYIR;BALKOVEC;FER;GUNES;LUSAMBA;OZDEMIR;BEKIROGLU;KARACA;FERHAT;AHMED HASSAN
Alanyaspor vs. Fatih Karagumruk - Sunday January 22 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;BANIYA;DRESEVIC;BIRASCHI;MERCAN;RICCI;OZDOEV;SHUKUROV;COLLEY;DIAGNE;BORINI
Gaziantep FK vs. Sivasspor - Sunday January 22 - 2023,Gaziantep FK,hard,4-2-3-1,GUVENC;TOSCA;DJILOBODJI;PEHLIVAN;ESKIHELLAC;KITSIOU;JEVTOVIC;MERKEL;MAXIM;MARKOVIC;FIGUEIREDO
Gaziantep FK vs. Sivasspor - Sunday January 22 - 2023,Sivasspor,hard,4-1-4-1,VURAL;OSMANPASA;GOUTAS;CIFTCI;YESILYURT;OKUMUS;ULVESTAD;COFIE;CHARISIS;GRADEL;YATABARE
Kayserispor vs. Besiktas - Sunday January 22 - 2023,Besiktas,easy,4-2-3-1,GUNOK;SAISS;SANUC;MASUAKU;ROSIER;UCAN;FERNANDES;BINGOL;REDMOND;MULEKA;TOSUN
Kayserispor vs. Besiktas - Sunday January 22 - 2023,Kayserispor,hard,4-1-4-1,GONEN;KOLOVETSIOS;HOSSEINI;CAROLE;BULUT;SAZDAGI;CAMPANHARO;KEMEN;MENSAH;CARDOSO;MANE
Trabzonspor vs. Istanbulspor - Sunday January 22 - 2023,Istanbulspor,hard,4-1-4-1,JENSEN;YESIL;ERDOGAN;YASAR;BERBER;BA;SARIKAYA;RROCA;ETHEMI;TOPALLI;EZE
Trabzonspor vs. Istanbulspor - Sunday January 22 - 2023,Trabzonspor,easy,4-4-2,CAKIR;DENSWIL;BARTRA;ELMALI;BRUNO PERES;SIOPIS;OMUR;BAKASETAS;YAZICI;DJANINY;GOMEZ
Konyaspor vs. Ankaragucu - Monday January 23 - 2023,Ankaragucu,hard,4-1-4-1,AKKAN;MUJAKIC;CANKAYA;RADAKOVIC;MARLON;CIGERCI;PEDRINHO;ZAHID;CHATZIGIOVANNIS;KILINC;SOWE
Konyaspor vs. Ankaragucu - Monday January 23 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;CALVO;DEMIRBAG;GUILHERME;OGUZ;DIKMEN;PAZ;CEKICI;MICHALAK;BYTYQI;DIOUF
Umraniyespor vs. Fenerbahce - Monday January 23 - 2023,Fenerbahce,easy,4-4-2,BAYINDIR;SZALAI;AKAYDIN;KADIOGLU;ARAO;CRESPO;KAHVECI;ROSSI;LINCOLN;BATSHUAYI;VALENCIA
Umraniyespor vs. Fenerbahce - Monday January 23 - 2023,Umraniyespor,hard,4-1-4-1,OZDEMIR;GLUMAC;ALLYSON;ATASAYAR;POPOV;SACKEY;YILMAZ;GURBULAK;BETTAIEB;AYIK;NAYIR
Besiktas vs. Alanyaspor - Friday January 27 - 2023,Alanyaspor,hard,3-4-3,RUNARSSON;AKSOY;BAYIR;FER;GUNES;LUSAMBA;KARACA;CAVALEIRO;FERHAT;CANDEIAS;AHMED HASSAN
Besiktas vs. Alanyaspor - Friday January 27 - 2023,Besiktas,easy,4-2-3-1,GUNOK;SANUC;WELINTON;MASUAKU;FERNANDES;UCAN;ALLI;BINGOL;ABOUBAKAR;TOSUN;MULEKA
Ankaragucu vs. Gaziantep FK - Saturday January 28 - 2023,Ankaragucu,hard,4-2-3-1,AKKAN;MUJAKIC;CANKAYA;RADAKOVIC;MARLON;DIACK;CIGERCI;ANTALYALI;ZAHID;KILINC;SOWE
Ankaragucu vs. Gaziantep FK - Saturday January 28 - 2023,Gaziantep FK,hard,4-2-3-1,GUVENC;DJILOBODJI;ERSOY;ESKIHELLAC;PEHLIVAN;KITSIOU;JEVTOVIC;SOYALP;MAXIM;MARKOVIC;FIGUEIREDO
Antalyaspor vs. Umraniyespor - Saturday January 28 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;TOPRAK;SARI;VURAL;BALCI;FERNANDO;RAKIP;LARSSON;NAKAJIMA;SINIK;GUMUS
Antalyaspor vs. Umraniyespor - Saturday January 28 - 2023,Umraniyespor,hard,4-3-3,OZDEMIR;EPUREANU;LENJANI;POPOV;YILMAZ;SACKEY;AVOUNOU;GURBULAK;BETTAIEB;GERALDO;NAYIR
Giresunspor vs. Galatasaray - Saturday January 28 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BAYRAM;NELSSON;BOEY;DUBOIS;TORREIRA;OLIVEIRA;AKTURKOGLU;YILMAZ;MERTENS;ICARDI
Giresunspor vs. Galatasaray - Saturday January 28 - 2023,Giresunspor,hard,4-2-3-1,PIRI;ARIAS;SEVEN;ULUDAG;BILAZER;SAGLAM;SAVICEVIC;SAINZ;SERGINHO;KUWAS;BAJIC
Hatayspor vs. Trabzonspor - Saturday January 28 - 2023,Hatayspor,hard,4-1-4-1,KARDESLER;YILMAZ;BEKAROGLU;ADEKUGBE;KANAK;COREKCI;CAGIRAN;ERGUN;BOUDJEMAA;LOBJANIDZE;YILDIRIM
Hatayspor vs. Trabzonspor - Saturday January 28 - 2023,Trabzonspor,easy,4-4-2,CAKIR;VITOR HUGO;BARTRA;ELMALI;BRUNO PERES;SIOPIS;BAKASETAS;BARDHI;YAZICI;GOMEZ;DJANINY
Sivasspor vs. Adana Demirspor - Saturday January 28 - 2023,Adana Demirspor,hard,4-4-2,OZBIR;GULER;CETIN;RODRIGUES;SVENSSON;STAMBOULI;NDIAYE;BELHANDA;AKBABA;ONYEKURU;AKINTOLA
Sivasspor vs. Adana Demirspor - Saturday January 28 - 2023,Sivasspor,hard,4-1-4-1,VURAL;OSMANPASA;GOUTAS;CIFTCI;YESILYURT;OKUMUS;KEITA;COFIE;CHARISIS;GRADEL;YATABARE
Basaksehir vs. Konyaspor - Sunday January 29 - 2023,Basaksehir,hard,4-1-4-1,BABACAN;TOUBA;DUARTE;LIMA;SAHINER;TEKDEMIR;OZCAN;ALEKSIC;GURLER;TURUC;OKAKA
Basaksehir vs. Konyaspor - Sunday January 29 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;DEMIRBAG;CALVO;GUILHERME;KARAYEL;ULGUN;DIKMEN;CEKICI;MICHALAK;BYTYQI;DIOUF
Fenerbahce vs. Kasimpasa - Sunday January 29 - 2023,Fenerbahce,easy,4-4-2,BAYINDIR;SZALAI;AKAYDIN;KADIOGLU;ARAO;ZAJC;KAHVECI;GULER;LINCOLN;BATSHUAYI;VALENCIA
Fenerbahce vs. Kasimpasa - Sunday January 29 - 2023,Kasimpasa,hard,4-2-3-1,CANPOLAT;DONK;GRAOVAC;OZCAN;TIRPAN;HAJRADINOVIC;EYSSERIC;CHOUIAR;ENGIN;FALL;BAHOKEN
Istanbulspor vs. Kayserispor - Sunday January 29 - 2023,Istanbulspor,hard,3-4-3,JENSEN;MEHREMIC;YESIL;ERDOGAN;YASAR;AKSU;BA;SARIKAYA;ETHEMI;LOKILO;EZE
Istanbulspor vs. Kayserispor - Sunday January 29 - 2023,Kayserispor,hard,4-1-4-1,BAYAZIT;KOLOVETSIOS;HOSSEINI;CAROLE;SAZDAGI;BULUT;KARIMI;KEMEN;CAMPANHARO;CARDOSO;MANE
Alanyaspor vs. Sivasspor - Tuesday January 31 - 2023,Alanyaspor,hard,3-4-2-1,RUNARSSON;RASSOUL;BALKOVEC;PEREIRA;DOUMBIA;FER;GUNES;BEKIROGLU;KARACA;FERHAT;AHMED HASSAN
Alanyaspor vs. Sivasspor - Tuesday January 31 - 2023,Sivasspor,hard,4-1-4-1,VURAL;OSMANPASA;GOUTAS;CIFTCI;YESILYURT;OKUMUS;COFIE;CHARISIS;ARSLAN;GRADEL;YATABARE
Fatih Karagumruk vs. Besiktas - Tuesday January 31 - 2023,Besiktas,easy,4-2-3-1,GUNOK;SANUC;WELINTON;MASUAKU;ROSIER;FERNANDES;ALLI;BINGOL;REDMOND;TOSUN;ABOUBAKAR
Fatih Karagumruk vs. Besiktas - Tuesday January 31 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;DRESEVIC;BANIYA;BIRASCHI;MERCAN;RICCI;OZDOEV;BERTOLACCI;COLLEY;KAZIM-RICHARDS;BORINI
Galatasaray vs. Umraniyespor - Wednesday February 1 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;TASDEMIR;BOEY;TORREIRA;OLIVEIRA;AKTURKOGLU;RASHICA;MERTENS;ICARDI
Galatasaray vs. Umraniyespor - Wednesday February 1 - 2023,Umraniyespor,hard,4-1-4-1,OZDEMIR;EPUREANU;ATASAYAR;POPOV;YILMAZ;SACKEY;GURBULAK;AVOUNOU;GERALDO;AYIK;NAYIR
Gaziantep FK vs. Hatayspor - Wednesday February 1 - 2023,Gaziantep FK,hard,4-2-3-1,GUVENC;DJILOBODJI;ERSOY;PEHLIVAN;ESKIHELLAC;ARTAN;JEVTOVIC;SOYALP;MAXIM;MARKOVIC;FIGUEIREDO
Gaziantep FK vs. Hatayspor - Wednesday February 1 - 2023,Hatayspor,hard,4-2-3-1,KARDESLER;YILMAZ;BEKAROGLU;ADEKUGBE;COREKCI;CAGIRAN;BOUDJEMAA;RIBEIRO;LOBJANIDZE;YILDIRIM;EL KAABI
Kasimpasa vs. Giresunspor - Wednesday February 1 - 2023,Giresunspor,hard,4-2-3-1,PIRI;PEREZ;ULUDAG;BILAZER;CAMPUZANO;MEJIA;SAVICEVIC;SAGLAM;SERGINHO;SAINZ;BAJIC
Kasimpasa vs. Giresunspor - Wednesday February 1 - 2023,Kasimpasa,hard,4-1-4-1,CANPOLAT;DONK;SERBEST;OZCAN;TIRPAN;KARA;HAJRADINOVIC;EYSSERIC;CHOUIAR;BEN OUANES;FALL
Trabzonspor vs. Antalyaspor - Wednesday February 1 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;GERXHALIU;SARI;VURAL;BALCI;FERNANDO;RAKIP;FREDY;LARSSON;SINIK;NDAO
Trabzonspor vs. Antalyaspor - Wednesday February 1 - 2023,Trabzonspor,easy,4-2-3-1,CAKIR;DENSWIL;BARTRA;ELMALI;STRYGER;SIOPIS;BAKASETAS;OMUR;TREZEGUET;DJANINY;GOMEZ
Adana Demirspor vs. Fenerbahce - Thursday February 2 - 2023,Adana Demirspor,hard,4-4-2,OZBIR;GULER;CETIN;RODRIGUES;SVENSSON;NDIAYE;STAMBOULI;AKBABA;BELHANDA;ONYEKURU;AKINTOLA
Adana Demirspor vs. Fenerbahce - Thursday February 2 - 2023,Fenerbahce,easy,4-1-3-2,BAYINDIR;SZALAI;AKAYDIN;KADIOGLU;ARAO;KAHVECI;ROSSI;YANDAS;LINCOLN;VALENCIA;BATSHUAYI
Kayserispor vs. Basaksehir - Thursday February 2 - 2023,Basaksehir,hard,4-1-4-1,BABACAN;TOUBA;DUARTE;LIMA;SAHINER;TEKDEMIR;OZCAN;OZIL;GURLER;TURUC;OKAKA
Kayserispor vs. Basaksehir - Thursday February 2 - 2023,Kayserispor,hard,4-1-4-1,BAYAZIT;KOCAMAN;HOSSEINI;CAROLE;SAZDAGI;BULUT;KARIMI;KEMEN;CAMPANHARO;MANE;BASSAN
Konyaspor vs. Istanbulspor - Thursday February 2 - 2023,Istanbulspor,hard,4-1-4-1,JENSEN;ERDOGAN;YESIL;AKSU;DUHANEY;BA;RROCA;SARIKAYA;ETHEMI;LOKILO;EZE
Konyaspor vs. Istanbulspor - Thursday February 2 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;CALVO;DEMIRBAG;GUILHERME;OGUZ;DIKMEN;PAZ;CEKICI;MICHALAK;MURIC;DIOUF
Ankaragucu vs. Fatih Karagumruk - Saturday February 4 - 2023,Ankaragucu,hard,4-1-4-1,AKKAN;MUJAKIC;RADAKOVIC;MARLON;UZUM;DIACK;PEDRINHO;ANTALYALI;BERIDZE;KILINC;SOWE
Ankaragucu vs. Fatih Karagumruk - Saturday February 4 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;DRESEVIC;BANIYA;DURSUN;MERCAN;RICCI;OZDOEV;SHUKUROV;COLLEY;DIAGNE;BORINI
Antalyaspor vs. Gaziantep FK - Saturday February 4 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;SARI;TOPRAK;VURAL;BALCI;FERNANDO;FREDY;LARSSON;SINIK;NDAO;LUIZ ADRIANO
Antalyaspor vs. Gaziantep FK - Saturday February 4 - 2023,Gaziantep FK,hard,4-1-4-1,GUVENC;ERSOY;KIZILDAG;HANOUSEK;ARTAN;KITSIOU;JEVTOVIC;SOYALP;MAXIM;MARKOVIC;FIGUEIREDO
Sivasspor vs. Besiktas - Saturday February 4 - 2023,Besiktas,easy,4-1-4-1,GUNOK;WELINTON;SAISS;MASUAKU;ROSIER;UYSAL;HADZIAHMETOVIC;BINGOL;N'KOUDOU;ABOUBAKAR;TOSUN
Sivasspor vs. Besiktas - Saturday February 4 - 2023,Sivasspor,hard,4-1-4-1,VURAL;GOUTAS;OSMANPASA;CIFTCI;YESILYURT;COFIE;CHARISIS;ARSLAN;SAIZ;GRADEL;CAICEDO
Galatasaray vs. Trabzonspor - Sunday February 5 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;DUBOIS;BOEY;TORREIRA;OLIVEIRA;AKTURKOGLU;YILMAZ;MERTENS;ICARDI
Galatasaray vs. Trabzonspor - Sunday February 5 - 2023,Trabzonspor,easy,4-1-4-1,CAKIR;DENSWIL;VITOR HUGO;ELMALI;STRYGER;SIOPIS;OMUR;BAKASETAS;TREZEGUET;LAHTIMI;GOMEZ
Hatayspor vs. Kasimpasa - Sunday February 5 - 2023,Hatayspor,hard,4-2-3-1,KARDESLER;YILMAZ;BEKAROGLU;AKSOY;KANAK;ALICI;DUDZIAK;AABID;BOUDJEMAA;ZE LUIS;EL KAABI
Hatayspor vs. Kasimpasa - Sunday February 5 - 2023,Kasimpasa,hard,4-1-4-1,CANPOLAT;DONK;SERBEST;OZCAN;FABIANO;TIRPAN;HAJRADINOVIC;EYSSERIC;CHOUIAR;BEN OUANES;FALL
Istanbulspor vs. Alanyaspor - Sunday February 5 - 2023,Alanyaspor,hard,3-4-2-1,RUNARSSON;BAYIR;BALKOVEC;FER;DOUMBIA;LUSAMBA;OZDEMIR;KARACA;CAVALEIRO;FERHAT;AHMED HASSAN
Istanbulspor vs. Alanyaspor - Sunday February 5 - 2023,Istanbulspor,hard,4-1-4-1,JENSEN;YESIL;ERDOGAN;AKSU;DUHANEY;BA;RROCA;SARIKAYA;ETHEMI;LOKILO;GULTEKIN
Fenerbahce vs. Konyaspor - Saturday February 25 - 2023,Fenerbahce,easy,4-1-3-2,BAYINDIR;SZALAI;AKAYDIN;KADIOGLU;ARAO;ZAJC;KAHVECI;ROSSI;LINCOLN;VALENCIA;KING
Fenerbahce vs. Konyaspor - Saturday February 25 - 2023,Konyaspor,hard,4-2-3-1,ERENTURK;CALVO;DEMIRBAG;GUILHERME;OGUZ;ULGUN;DIKMEN;BOUCHALAKIS;CEKICI;MICHALAK;DIOUF
Giresunspor vs. Kayserispor - Saturday February 25 - 2023,Giresunspor,hard,4-2-3-1,PIRI;ARIAS;PEREZ;ULUDAG;BILAZER;CAMPUZANO;MEJIA;SAVICEVIC;SAINZ;SERGINHO;BAJIC
Giresunspor vs. Kayserispor - Saturday February 25 - 2023,Kayserispor,hard,4-1-4-1,BAYAZIT;HOSSEINI;KOCAMAN;ATTAMAH;SAZDAGI;KARIMI;CAMPANHARO;CARDOSO;BASSAN;MANE;THIAM
Besiktas vs. Antalyaspor - Sunday February 26 - 2023,Antalyaspor,hard,4-2-3-1,DADAKDENIZ;TOPRAK;SARI;FLORANUS;VURAL;BALCI;FERNANDO;FREDY;NDAO;GHACHA;MEHMEDI
Besiktas vs. Antalyaspor - Sunday February 26 - 2023,Besiktas,easy,4-2-3-1,GUNOK;SAISS;SANUC;MERAS;ROSIER;FERNANDES;UCAN;ALLI;REDMOND;MULEKA;TOSUN
Umraniyespor vs. Adana Demirspor - Sunday February 26 - 2023,Adana Demirspor,hard,4-4-2,OZBIR;GULER;CETIN;RODRIGUES;SVENSSON;STAMBOULI;NDIAYE;BELHANDA;AKBABA;ONYEKURU;SARI
Umraniyespor vs. Adana Demirspor - Sunday February 26 - 2023,Umraniyespor,hard,3-4-3,OZDEMIR;EPUREANU;ESER;GLUMAC;ATASAYAR;SACKEY;GURBULAK;GHEORGHE;SEKIDIKA;GERALDO;NAYIR
Alanyaspor vs. Basaksehir - Friday March 3 - 2023,Alanyaspor,hard,4-2-3-1,RUNARSSON;FEDDAL;BAYIR;AKSOY;FER;GUNES;OZDEMIR;KARACA;BEKIROGLU;CAVALEIRO;AHMED HASSAN
Alanyaspor vs. Basaksehir - Friday March 3 - 2023,Basaksehir,hard,4-1-4-1,BABACAN;TOUBA;DUARTE;LIMA;SAHINER;KARZEV;BIGLIA;OZCAN;GURLER;TURUC;OKAKA
Fatih Karagumruk vs. Sivasspor - Saturday March 4 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;BANIYA;BIRASCHI;DRESEVIC;MERCAN;OZDOEV;RICCI;BERTOLACCI;COLLEY;BORINI;DIAGNE
Fatih Karagumruk vs. Sivasspor - Saturday March 4 - 2023,Sivasspor,hard,4-1-4-1,VURAL;APPINDANGOYE;GOUTAS;CIFTCI;YESILYURT;COFIE;ARSLAN;CHARISIS;SAIZ;GRADEL;CAICEDO
Kayserispor vs. Fenerbahce - Saturday March 4 - 2023,Fenerbahce,easy,4-1-3-2,BAYINDIR;SZALAI;AKAYDIN;KADIOGLU;ARAO;CRESPO;GULER;ROSSI;LINCOLN;VALENCIA;KING
Kayserispor vs. Fenerbahce - Saturday March 4 - 2023,Kayserispor,hard,4-1-4-1,BAYAZIT;KOCAMAN;KOLOVETSIOS;CAROLE;SAZDAGI;CAMPANHARO;KEMEN;KARIMI;CARDOSO;MANE;THIAM
Trabzonspor vs. Umraniyespor - Saturday March 4 - 2023,Trabzonspor,easy,4-4-2,CAKIR;DENSWIL;BARTRA;STRYGER;BRUNO PERES;SIOPIS;HASPOLAT;OMUR;TREZEGUET;BOZOK;GOMEZ
Trabzonspor vs. Umraniyespor - Saturday March 4 - 2023,Umraniyespor,hard,3-4-3,OZDEMIR;EPUREANU;ESER;GLUMAC;ATASAYAR;GURBULAK;MRSIC;SEKIDIKA;GHEORGHE;GERALDO;NAYIR
Besiktas vs. Ankaragucu - Sunday March 5 - 2023,Ankaragucu,hard,4-1-4-1,AKKAN;MUJAKIC;RADAKOVIC;KALDIRIM;MALCUIT;DIACK;PEDRINHO;ZAHID;BERIDZE;KILINC;SOWE
Besiktas vs. Ankaragucu - Sunday March 5 - 2023,Besiktas,easy,4-1-4-1,GUNOK;COLLEY;SANUC;MASUAKU;BULUT;HADZIAHMETOVIC;UCAN;FERNANDES;REDMOND;ABOUBAKAR;TOSUN
Konyaspor vs. Giresunspor - Sunday March 5 - 2023,Giresunspor,hard,4-2-3-1,KAPLAN;PEREZ;ARIAS;ULUDAG;CAMPUZANO;MEJIA;SAVICEVIC;SAGLAM;SERGINHO;SAINZ;BAJIC
Konyaspor vs. Giresunspor - Sunday March 5 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;CALVO;DEMIRBAG;GUILHERME;OGUZ;BOUCHALAKIS;DIKMEN;POZUELO;MORENO;DEMIR;EMRELI
Kasimpasa vs. Antalyaspor - Monday March 6 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;SARI;TOPRAK;VURAL;BALCI;RAKIP;FERNANDO;LARSSON;GHACHA;MEHMEDI;YILDIRIM
Kasimpasa vs. Antalyaspor - Monday March 6 - 2023,Kasimpasa,hard,4-1-4-1,CANPOLAT;DJILOBODJI;DONK;TIRPAN;FABIANO;MALSA;EYSSERIC;BEN OUANES;CHOUIAR;FALL;KOITA
Giresunspor vs. Fatih Karagumruk - Friday March 10 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;BANIYA;BIRASCHI;DRESEVIC;MERCAN;OZDOEV;RICCI;BERTOLACCI;COLLEY;DIAGNE;BORINI
Giresunspor vs. Fatih Karagumruk - Friday March 10 - 2023,Giresunspor,hard,4-2-3-1,KAPLAN;ARIAS;PEREZ;GENC;BILAZER;MEJIA;SAGLAM;SAVICEVIC;SAINZ;SERGINHO;BAJIC
Antalyaspor vs. Kayserispor - Saturday March 11 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;UZUNHAN;SARI;VURAL;BALCI;FERNANDO;AKYOL;FREDY;LARSSON;NDAO;WRIGHT
Antalyaspor vs. Kayserispor - Saturday March 11 - 2023,Kayserispor,hard,3-1-4-2,BAYAZIT;KOCAMAN;KOLOVETSIOS;UZODIMMA;SAZDAGI;CAMPANHARO;KARIMI;KEMEN;CARDOSO;MANE;THIAM
Galatasaray vs. Kasimpasa - Saturday March 11 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;ADEKUGBE;BOEY;TORREIRA;OLIVEIRA;AKGUN;MATA;AKTURKOGLU;ICARDI
Galatasaray vs. Kasimpasa - Saturday March 11 - 2023,Kasimpasa,hard,4-2-3-1,GUVENC;DJILOBODJI;DONK;OZCAN;TIRPAN;FABIANO;MALSA;HAJRADINOVIC;CHOUIAR;FALL;KOITA
Ankaragucu vs. Alanyaspor - Sunday March 12 - 2023,Alanyaspor,hard,4-2-3-1,RUNARSSON;FEDDAL;BAYIR;AKSOY;LUSAMBA;GUNES;OZDEMIR;KARACA;BEKIROGLU;CAVALEIRO;AHMED HASSAN
Ankaragucu vs. Alanyaspor - Sunday March 12 - 2023,Ankaragucu,hard,4-2-3-1,AKKAN;RADAKOVIC;CANKAYA;KALDIRIM;KITSIOU;DIACK;ANTALYALI;ZAHID;MILSON;KILINC;SOWE
Basaksehir vs. Besiktas - Sunday March 12 - 2023,Basaksehir,hard,4-1-4-1,BABACAN;DUARTE;TOUBA;LIMA;OZBAYRAKLI;BIGLIA;SZYSZ;ALEKSIC;JANUZAJ;TURUC;FIGUEIREDO
Basaksehir vs. Besiktas - Sunday March 12 - 2023,Besiktas,easy,4-1-4-1,GUNOK;COLLEY;SANUC;MASUAKU;BULUT;HADZIAHMETOVIC;UCAN;FERNANDES;REDMOND;ABOUBAKAR;TOSUN
Trabzonspor vs. Adana Demirspor - Sunday March 12 - 2023,Adana Demirspor,hard,4-4-2,OZBIR;GULER;CETIN;RODRIGUES;SVENSSON;STAMBOULI;NDIAYE;BELHANDA;AKBABA;SARI;AKINTOLA
Trabzonspor vs. Adana Demirspor - Sunday March 12 - 2023,Trabzonspor,easy,4-2-3-1,CAKIR;VITOR HUGO;BARTRA;STRYGER;BRUNO PERES;SIOPIS;HASPOLAT;YAZICI;BARDHI;OMUR;GOMEZ
Istanbulspor vs. Sivasspor - Monday March 13 - 2023,Istanbulspor,hard,4-2-3-1,JENSEN;YESIL;ERDOGAN;AKSU;DUHANEY;BA;SARIKAYA;RROCA;ETHEMI;LOKILO;EZE
Istanbulspor vs. Sivasspor - Monday March 13 - 2023,Sivasspor,hard,4-1-4-1,VURAL;CAMARA;GOUTAS;ERDAL;OKUMUS;KEITA;ULVESTAD;CHARISIS;GRADEL;N'JIE;JAMES
Konyaspor vs. Galatasaray - Friday March 17 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;DUBOIS;BOEY;AYHAN;KUTLU;OLIVEIRA;AKTURKOGLU;YILMAZ;RASHICA;ICARDI
Konyaspor vs. Galatasaray - Friday March 17 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;DEMIRBAG;CALVO;GUILHERME;OGUZ;BOUCHALAKIS;DIKMEN;POZUELO;MORENO;DEMIR;EMRELI
Adana Demirspor vs. Antalyaspor - Saturday March 18 - 2023,Adana Demirspor,hard,4-2-3-1,OZBIR;GULER;CETIN;RODRIGUES;SVENSSON;STAMBOULI;NDIAYE;AKBABA;AKINTOLA;SARI;NDIAYE
