game,team,difficulty,formation,lineup,lineup_numbers
Istanbulspor vs. Trabzonspor - Sunday September 23 - 2001,Istanbulspor,hard,3-5-2,ZDRAVKOV;GUR;AKBAS;HUSEYINOGLU;PETKOV;SAIDOU;SAHIN;ONATLI;ERDOGAN;BUSHI;YOZGATLI,1;45;98;52;6;20;21;35;33;8;13
Istanbulspor vs. Trabzonspor - Sunday September 23 - 2001,Trabzonspor,easy,4-4-2,AKTAS;SALAZAR;GUVEN;OZKOYLU;BECEREN;SOMERS;MEHMET AURELIO;OZGUR;KARADENIZ;DEMIRAY;BIULA,1;2;3;5;34;8;15;11;61;37;17
Rizespor vs. Antalyaspor - Sunday September 23 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;OZALP;SAATCIOGLU;CAKIR;GURSEL;YAVAS;YASAN;GINCHEV;KAMBUROGLU;KINALI;BIRLIK,1;3;5;6;39;35;7;23;74;61;24
Rizespor vs. Antalyaspor - Sunday September 23 - 2001,Rizespor,hard,3-5-2,KOPUZ;ASIL;DIENG;NAS;OZDEMIR;AVCI;ILOENYOSI;ALPUGAN;ASKAROGLU;TETTEH;KAZMAZ,27;6;14;70;88;41;16;74;43;35;53
Yimpas Yozgatspor vs. Genclerbirligi - Sunday September 23 - 2001,Genclerbirligi,hard,3-5-2,NYS;SUMER;TOPRAKTEPE;DOGANTEZ;DAEMS;CAKMAK;TATLI;ZDEBEL;GULDUREN;MBAYO;YOULA,1;5;2;4;20;7;28;8;3;14;11
Yimpas Yozgatspor vs. Genclerbirligi - Sunday September 23 - 2001,Yimpas Yozgatspor,hard,3-5-2,DIALLO;ARSLAN;OZER;BARIS;KARACA;KARAKAYIS;KAHRAMAN;YAW;HINCAL;MUDERRISOGLU;BULUT,1;4;16;45;6;59;5;15;7;20;22
Trabzonspor vs. Ankaragucu - Friday September 28 - 2001,Ankaragucu,hard,3-5-2,DA SILVA;DURSUN;KUTLU;TASDEMIR;GUNEY;OZLEM;PACHOLA;YILDIRIM;ROGERIO BELEM;AYDIN;AHINFUL,1;2;4;76;12;5;6;36;7;19;15
Trabzonspor vs. Ankaragucu - Friday September 28 - 2001,Trabzonspor,easy,4-3-3,AKTAS;SOMERS;BECEREN;OZKOYLU;KAHRAMAN;UCUNCU;MEHMET AURELIO;JARRO;KARADENIZ;BIULA;OZGUR,1;8;34;5;25;67;15;13;61;17;11
Diyarbakirspor vs. Samsunspor - Saturday September 29 - 2001,Diyarbakirspor,hard,4-3-1-2,YILDIRIM;KOCAK;ERDOGAN;DUMAN;ALACAYIR;KOLGU;DEMIRHAN;YUCETAS;KUCUKVARDAR;KONA;ULUSAL,1;99;4;51;7;11;29;6;19;24;8
Diyarbakirspor vs. Samsunspor - Saturday September 29 - 2001,Samsunspor,hard,3-5-2,BOUKAR;BAIDOO;KOLOGLU;YELEK;SAGIR;CAN;PHIRI;PIASARE;NAS;YILMAZ;SAGLAM,12;8;5;34;55;99;27;17;24;10;6
Fenerbahce vs. Denizlispor - Saturday September 29 - 2001,Denizlispor,hard,5-4-1,SOULAMA;CIMEN;KAFKAS;EL SAKA;BOYRAZ;ERTUGRUL;BAYAZIT;KARTOP;AHMED HASSAN;TANDOGAN;CIHAN,33;3;19;4;44;55;7;6;17;22;50
Fenerbahce vs. Denizlispor - Saturday September 29 - 2001,Fenerbahce,easy,3-5-2,RECBER;DOGAN;MIRKOVIC;MIRKOVIC;ERCAN;TEMIZKANOGLU;SIMSEK;LAZETIC;GUNES;ANDERSSON;REVIVO,1;4;2;6;18;3;20;17;30;19;10
Malatyaspor vs. Rizespor - Saturday September 29 - 2001,Malatyaspor,hard,3-5-2,POLAT;GUNDOSTU;CAY;MAPEZA;DEMIRCI;OZGUR;TURHAN;YILDIRIMKAYA;IPEK;ULUSOY;LOBE,12;54;4;15;6;34;25;8;7;9;72
Malatyaspor vs. Rizespor - Saturday September 29 - 2001,Rizespor,hard,3-5-2,KOPUZ;DUYMUS;DIENG;ASIL;OZDEMIR;AVCI;KAZMAZ;ALPUGAN;NAS;TETTEH;ASKAROGLU,27;49;14;6;88;41;53;74;70;35;43
Besiktas vs. Kocaelispor - Sunday September 30 - 2001,Besiktas,easy,4-4-2,KJAER;UZULMEZ;RONALDO GUIARO;BOZKURT;KHLESTOV;BEKTAS;HAVUTCU;BAYA;KAHVECI;MANSIZ;METIN,1;19;5;14;16;11;3;7;8;26;20
Besiktas vs. Kocaelispor - Sunday September 30 - 2001,Kocaelispor,hard,3-5-2,MERT;BARIS;TIMKO;SARMAN;COLAK;HASPOLATLI;DABROWSKI;OZTONGA;YIGIT;TOPRAKTEPE;LAZAROV,1;17;4;2;5;18;7;3;6;41;11
Bursaspor vs. Istanbulspor - Sunday September 30 - 2001,Bursaspor,hard,3-5-2,KELEMEN;OZBEY;SAMIR KAMOUNA;BOUAZIZI;HACIOGLU;SEN;SEVEN;MOSHOEU;KILIC;SOZKESEN;ALKAN,12;6;16;13;53;11;4;1;17;21;20
Bursaspor vs. Istanbulspor - Sunday September 30 - 2001,Istanbulspor,hard,4-4-2,ZDRAVKOV;PETKOV;AKBAS;GUR;HUSEYINOGLU;ERDOGAN;SAHIN;ONATLI;SAIDOU;BUSHI;YOZGATLI,1;6;98;45;52;33;21;35;20;8;13
Gaziantepspor vs. Antalyaspor - Sunday September 30 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;GINCHEV;SAATCIOGLU;KAMBUROGLU;OZALP;YAVAS;YASAN;CAKIR;GURSEL;KINALI;BIRLIK,1;23;5;74;3;35;7;6;39;61;24
Gaziantepspor vs. Antalyaspor - Sunday September 30 - 2001,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;KORKMAZ;TUNC;ROMASHCHENKO;BATISTA;RYNDYUK;ASLAN;EREN;OZER;SAHINTURK,1;27;3;5;22;8;23;7;14;56;10
Genclerbirligi vs. Galatasaray - Sunday September 30 - 2001,Galatasaray,easy,4-2-3-1,MONDRAGON;UNSAL;INCEEFE;ASIK;CAPONE;FLEURQUIN;AKIN;PENBE;YALCIN;SAS;KARAN,1;57;2;5;35;23;12;67;13;11;9
Genclerbirligi vs. Galatasaray - Sunday September 30 - 2001,Genclerbirligi,hard,4-4-2,NYS;DAEMS;GULDUREN;TOPRAKTEPE;DOGANTEZ;TATLI;ZDEBEL;SUMER;MBAYO;YOULA;CAKMAK,1;20;3;2;4;28;8;5;14;11;7
Goztepe vs. Yimpas Yozgatspor - Sunday September 30 - 2001,Goztepe,hard,3-5-2,MAJDAN;CETIN;ARAYICI;GUSAR;ONUR;KOK;KABAT;YUNGUL;AKINCI;MARTIN;OZKAN,33;36;99;41;46;19;22;8;34;28;11
Goztepe vs. Yimpas Yozgatspor - Sunday September 30 - 2001,Yimpas Yozgatspor,hard,3-5-2,TOKGOZ;BARIS;OZER;BAYER;KARACA;KARAKAYIS;KAHRAMAN;YAW;HINCAL;PREKO;MUDERRISOGLU,99;45;16;51;6;59;5;15;7;17;20
Diyarbakirspor vs. Gaziantepspor - Wednesday October 10 - 2001,Diyarbakirspor,hard,4-4-2,YILDIRIM;KOCAK;DEMIRHAN;ERDOGAN;DUMAN;KUCUKVARDAR;KOLGU;YUCETAS;ALACAYIR;ULUSAL;KONA,1;99;29;4;51;19;11;6;7;8;24
Diyarbakirspor vs. Gaziantepspor - Wednesday October 10 - 2001,Gaziantepspor,hard,4-4-2,CATKIC;TUNC;YAKHIMOVICH;POLAT;MARANGOZ;ROMASHCHENKO;BATISTA;KORKMAZ;AKBULUT;TEKKE;SAHINTURK,1;5;25;27;6;22;8;3;16;61;10
Samsunspor vs. Besiktas - Wednesday October 10 - 2001,Besiktas,easy,4-4-2,KJAER;BOZKURT;RONALDO GUIARO;UZULMEZ;KHLESTOV;SULUN;BEKTAS;BAYA;METIN;KAHVECI;MANSIZ,
Samsunspor vs. Besiktas - Wednesday October 10 - 2001,Samsunspor,hard,5-3-2,BOUKAR;KOLOGLU;KARABABA;YELEK;CAN;NAS;DOKME;SAGIR;PHIRI;SAGLAM;YILMAZ,
Galatasaray vs. Goztepe - Friday October 12 - 2001,Galatasaray,easy,4-4-2,INAN;UNSAL;INCEEFE;ASIK;CAPONE;PENBE;KAYA;AYKUT;PEREZ;KARAN;ERDEM,16;57;2;5;35;67;8;55;15;9;6
Galatasaray vs. Goztepe - Friday October 12 - 2001,Goztepe,hard,4-4-2,MAJDAN;ARAYICI;CETIN;GUSAR;KOK;BAKI;ONUR;KABAT;YUNGUL;MARTIN;OZKAN,33;99;36;41;19;21;46;22;8;28;11
Ankaragucu vs. Bursaspor - Saturday October 13 - 2001,Ankaragucu,hard,4-4-2,OZGULTEKIN;DURSUN;KUTLU;TASDEMIR;OZLEM;GUNEY;NAMDAR;YILDIRIM;ROGERIO BELEM;AYDIN;AHINFUL,22;2;4;76;5;12;39;36;7;19;15
Ankaragucu vs. Bursaspor - Saturday October 13 - 2001,Bursaspor,hard,3-5-2,KELEMEN;OZBEY;SOBONA;KILIC;SEN;BOUAZIZI;MOSHOEU;DAMLA;ALKAN;SOZKESEN;YILMAZ,12;6;2;17;11;13;1;3;20;21;10
Antalyaspor vs. Malatyaspor - Saturday October 13 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;SAATCIOGLU;GINCHEV;KAMBUROGLU;OZALP;CAKIR;YASAN;GURSEL;AKYUZ;BIRLIK;KINALI,
Antalyaspor vs. Malatyaspor - Saturday October 13 - 2001,Malatyaspor,hard,4-4-2,POLAT;CAY;GUNDOSTU;OZGUR;MAPEZA;BENSOL;DEMIRCI;YAVAS;TURHAN;KOVACEVIC;ULUSOY,
Denizlispor vs. Genclerbirligi - Saturday October 13 - 2001,Denizlispor,hard,3-5-2,SOULAMA;EL SAKA;CIMEN;SERT;BAYAZIT;AHMED HASSAN;ERTUGRUL;BILAZER;TANDOGAN;COULIBALY;CIHAN,33;4;3;54;7;17;55;10;22;27;50
Denizlispor vs. Genclerbirligi - Saturday October 13 - 2001,Genclerbirligi,hard,3-5-2,NYS;SUMER;TOPRAKTEPE;DOGANTEZ;GULDUREN;ZDEBEL;TATLI;BASTURK;KARABACAK;MBAYO;YOULA,1;5;2;4;3;8;28;10;24;14;11
Kocaelispor vs. Trabzonspor - Saturday October 13 - 2001,Kocaelispor,hard,3-5-2,MERT;COLAK;TIMKO;OZTONGA;TOPRAKTEPE;HASPOLATLI;ALEKSANDROV;ABDELAZIZ;YIGIT;AYEW;LAZAROV,1;5;4;3;41;18;10;15;6;9;11
Kocaelispor vs. Trabzonspor - Saturday October 13 - 2001,Trabzonspor,easy,3-5-2,AKTAS;GUVEN;BECEREN;OZKOYLU;SOMERS;KAHRAMAN;MEHMET AURELIO;JARRO;KARADENIZ;BIULA;OZGUR,1;3;34;5;8;25;15;13;61;17;11
Gaziantepspor vs. Samsunspor - Sunday October 14 - 2001,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;KORKMAZ;TUNC;AKBULUT;BATISTA;JULIO CESAR;MARANGOZ;YURT;SAHINTURK;RYNDYUK,1;27;3;5;16;8;99;6;38;10;23
Gaziantepspor vs. Samsunspor - Sunday October 14 - 2001,Samsunspor,hard,3-5-2,BOUKAR;BAIDOO;KOLOGLU;YELEK;SAGIR;CAN;PHIRI;DOKME;PIASARE;YILMAZ;SAGLAM,12;8;5;34;55;99;27;15;17;10;6
Istanbulspor vs. Diyarbakirspor - Sunday October 14 - 2001,Diyarbakirspor,hard,3-5-2,TEKELIOGLU;SURMELI;DEMIRHAN;DUMAN;KOCAK;KOLGU;YUCETAS;DZWIGALA;ALACAYIR;KONA;KUCUKVARDAR,34;16;29;51;99;11;6;32;7;24;19
Istanbulspor vs. Diyarbakirspor - Sunday October 14 - 2001,Istanbulspor,hard,3-5-2,ZDRAVKOV;GUR;AKBAS;HUSEYINOGLU;ERDOGAN;SAIDOU;SAHIN;ONATLI;UCUNCU;BUSHI;YOZGATLI,1;45;98;52;33;20;21;35;10;8;13
Rizespor vs. Fenerbahce - Sunday October 14 - 2001,Fenerbahce,easy,3-5-2,RECBER;OZAT;MIRKOVIC;MIRKOVIC;ERCAN;JOHNSON;RAPAIC;BAYRAKTAR;LAZETIC;DERELIOGLU;AKIN,1;16;2;6;18;28;8;7;17;29;9
Rizespor vs. Fenerbahce - Sunday October 14 - 2001,Rizespor,hard,3-5-2,HAMIDOU;DUYMUS;DIENG;ASIL;OZDEMIR;ALNOUDJI;KAZMAZ;AYHAN;NAS;OZTURK;TETTEH,1;49;14;6;88;18;53;8;70;9;35
Yimpas Yozgatspor vs. Besiktas - Sunday October 14 - 2001,Besiktas,easy,4-4-2,TUNCAY;RONALDO GUIARO;GURACAR;UZULMEZ;HAVUTCU;KIP;BEKTAS;BAYA;METIN;KAHVECI;MANSIZ,
Yimpas Yozgatspor vs. Besiktas - Sunday October 14 - 2001,Yimpas Yozgatspor,hard,3-5-2,YAW;TOKGOZ;ARSLAN;BARIS;OZER;KARACA;DALCICEK;KAHRAMAN;KARAKAYIS;KOCABEY;PREKO,
Diyarbakirspor vs. Ankaragucu - Friday October 19 - 2001,Ankaragucu,hard,4-4-2,OZGULTEKIN;KUTLU;OZSARAC;GUNEY;OZLEM;TASDEMIR;YILDIRIM;ROGERIO BELEM;AHINFUL;KELES;KENNEDY,
Diyarbakirspor vs. Ankaragucu - Friday October 19 - 2001,Diyarbakirspor,hard,3-5-2,TEKELIOGLU;DEMIRHAN;SURMELI;KOCAK;DUMAN;DZWIGALA;YUCETAS;KOLGU;ALACAYIR;KONA;KUCUKVARDAR,
Fenerbahce vs. Antalyaspor - Saturday October 20 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;GINCHEV;SAATCIOGLU;KAMBUROGLU;GURSEL;CIMSIR;YASAN;OZALP;CAKIR;KINALI;AKYUZ,1;23;5;74;39;11;7;3;6;61;18
Fenerbahce vs. Antalyaspor - Saturday October 20 - 2001,Fenerbahce,easy,3-5-2,RECBER;DOGAN;OKECHUKWU;MIRKOVIC;ERCAN;SIMSEK;JOHNSON;REVIVO;AKDENIZ;DERELIOGLU;ANDERSSON,1;4;5;2;18;20;28;10;11;29;19
Gaziantepspor vs. Malatyaspor - Saturday October 20 - 2001,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;KORKMAZ;YURT;ROMASHCHENKO;BATISTA;ASLAN;AKBULUT;EREN;TEKKE;SAHINTURK,1;27;3;38;22;8;7;16;14;61;10
Gaziantepspor vs. Malatyaspor - Saturday October 20 - 2001,Malatyaspor,hard,3-5-2,POLAT;GUNDOSTU;MAPEZA;SAHIN;LAZAREVSKI;DEMIRCI;TURHAN;BENSOL;IPEK;ULUSOY;YAVAS,12;54;15;65;26;6;25;11;7;9;10
Istanbulspor vs. Samsunspor - Saturday October 20 - 2001,Istanbulspor,hard,3-5-2,ZDRAVKOV;GUR;AKBAS;HUSEYINOGLU;PETKOV;SAHIN;ONATLI;KOCABAL;ERDOGAN;BUSHI;YOZGATLI,1;45;98;52;6;21;35;61;33;8;13
Istanbulspor vs. Samsunspor - Saturday October 20 - 2001,Samsunspor,hard,3-5-2,BOUKAR;BAIDOO;KOLOGLU;YELEK;DOKME;CAN;PHIRI;PIASARE;KORKMAZ;YILMAZ;SAGLAM,12;8;5;34;15;99;27;17;7;10;6
Trabzonspor vs. Yimpas Yozgatspor - Saturday October 20 - 2001,Trabzonspor,easy,4-4-1-1,AKTAS;SOMERS;BECEREN;OZKOYLU;KAHRAMAN;KARADENIZ;MEHMET AURELIO;UCUNCU;JARRO;OZGUR;BIULA,1;8;34;5;25;61;15;67;13;11;17
Trabzonspor vs. Yimpas Yozgatspor - Saturday October 20 - 2001,Yimpas Yozgatspor,hard,4-5-1,TOKGOZ;DALCICEK;ARSLAN;OZER;BAYER;KARACA;KARAKAYIS;KAHRAMAN;YAW;HINCAL;KOCABEY,99;66;4;16;51;6;59;5;15;7;10
Besiktas vs. Galatasaray - Sunday October 21 - 2001,Besiktas,easy,4-4-2,TUNCAY;UZULMEZ;RONALDO GUIARO;GURACAR;KHLESTOV;BAYA;SULUN;HAVUTCU;BEKTAS;MANSIZ;KAHVECI,22;19;5;18;16;7;6;3;11;26;8
Besiktas vs. Galatasaray - Sunday October 21 - 2001,Galatasaray,easy,4-4-2,MONDRAGON;PENBE;INCEEFE;ASIK;PEREZ;FLEURQUIN;AKIN;SAS;KAYA;KARAN;ERDEM,1;67;2;5;15;23;12;11;8;9;6
Bursaspor vs. Kocaelispor - Sunday October 21 - 2001,Bursaspor,hard,3-5-2,KELEMEN;OZBEY;BOUAZIZI;KILIC;HACIOGLU;ER;MOSHOEU;DAMLA;ALKAN;SOZKESEN;YILMAZ,12;6;13;17;53;14;1;3;20;21;10
Bursaspor vs. Kocaelispor - Sunday October 21 - 2001,Kocaelispor,hard,3-5-2,MERT;COLAK;TIMKO;SARMAN;BILGEN;HASPOLATLI;ALEKSANDROV;YIGIT;OZTONGA;AYEW;LAZAROV,1;5;4;2;21;18;10;6;3;9;11
Genclerbirligi vs. Rizespor - Sunday October 21 - 2001,Genclerbirligi,hard,3-5-2,NYS;SUMER;GULDUREN;TOPRAKTEPE;DAEMS;GONDEN;ZDEBEL;BASTURK;CAKMAK;MBAYO;YOULA,1;5;3;2;20;77;8;10;7;14;11
Genclerbirligi vs. Rizespor - Sunday October 21 - 2001,Rizespor,hard,3-5-2,HAMIDOU;DIENG;ILOENYOSI;DUYMUS;BILGE;ALNOUDJI;AVCI;AYHAN;OZDEMIR;TETTEH;KAZMAZ,1;14;16;49;33;18;41;8;88;35;53
Goztepe vs. Denizlispor - Sunday October 21 - 2001,Denizlispor,hard,3-5-2,SOULAMA;EL SAKA;CIMEN;SERT;BAYAZIT;ERTUGRUL;AHMED HASSAN;KARTOP;TANDOGAN;COULIBALY;CIHAN,33;4;3;54;7;55;17;6;22;27;50
Goztepe vs. Denizlispor - Sunday October 21 - 2001,Goztepe,hard,3-5-2,MAJDAN;CETIN;ARAYICI;KOK;KOCABICAK;ONUR;BOZACI;YUNGUL;OZKAN;MARTIN;KABAT,33;36;99;19;16;46;53;8;11;28;22
Kocaelispor vs. Diyarbakirspor - Friday October 26 - 2001,Diyarbakirspor,hard,4-4-2,TEKELIOGLU;KOCAK;DEMIRHAN;SURMELI;DUMAN;YUCETAS;KOLGU;DZWIGALA;ALACAYIR;KONA;AKSOY,34;99;29;16;51;6;11;32;7;24;9
Kocaelispor vs. Diyarbakirspor - Friday October 26 - 2001,Kocaelispor,hard,3-5-2,MERT;SARMAN;TIMKO;OZTONGA;BILGEN;HASPOLATLI;ALEKSANDROV;ABDELAZIZ;DABROWSKI;AYEW;TOPRAKTEPE,1;2;4;3;21;18;10;15;7;9;41
Galatasaray vs. Trabzonspor - Saturday October 27 - 2001,Galatasaray,easy,4-4-2,INAN;VICTORIA;ASIK;FLEURQUIN;AKIN;PENBE;AKMAN;AYKUT;SAS;KARAN;ERDEM,16;14;5;23;12;67;18;55;11;9;6
Galatasaray vs. Trabzonspor - Saturday October 27 - 2001,Trabzonspor,easy,3-5-2,AKTAS;BECEREN;OZKOYLU;GUVEN;OZGUR;KAHRAMAN;MEHMET AURELIO;JARRO;DEMIRAY;KARADENIZ;BIULA,1;34;5;3;11;25;15;13;37;61;17
Malatyaspor vs. Fenerbahce - Saturday October 27 - 2001,Fenerbahce,easy,3-5-2,RECBER;DOGAN;MIRKOVIC;OZAT;ERCAN;JOHNSON;SIMSEK;TEMIZKANOGLU;GUNES;DERELIOGLU;ANDERSSON,1;4;2;16;18;28;20;3;30;29;19
Malatyaspor vs. Fenerbahce - Saturday October 27 - 2001,Malatyaspor,hard,3-5-2,POLAT;GUNDOSTU;SILLAH;MAPEZA;DEMIRCI;GUNDOGDU;TURHAN;LAZAREVSKI;BENSOL;ULUSOY;YAVAS,12;54;69;15;6;27;25;26;11;9;10
Rizespor vs. Goztepe - Saturday October 27 - 2001,Goztepe,hard,3-5-2,MAJDAN;CETIN;ARAYICI;KOK;KOCABICAK;ONUR;BOZACI;YUNGUL;OZKAN;MARTIN;KABAT,33;36;99;19;16;46;53;8;11;28;22
Rizespor vs. Goztepe - Saturday October 27 - 2001,Rizespor,hard,3-5-2,HAMIDOU;DUYMUS;AVCI;ASIL;BILGE;AYHAN;KAZMAZ;ALPUGAN;NAS;OZTURK;TETTEH,1;49;41;6;33;8;53;74;70;9;35
Yimpas Yozgatspor vs. Bursaspor - Saturday October 27 - 2001,Bursaspor,hard,4-4-2,KELEMEN;DAMLA;OZBEY;BOUAZIZI;KILIC;SEN;MOSHOEU;ER;ALKAN;SOZKESEN;YILMAZ,12;3;6;13;17;11;1;14;20;21;10
Yimpas Yozgatspor vs. Bursaspor - Saturday October 27 - 2001,Yimpas Yozgatspor,hard,3-5-2,DIALLO;YAW;OZER;ARSLAN;KARACA;KARAKAYIS;KAHRAMAN;DALCICEK;HINCAL;MUDERRISOGLU;PREKO,1;15;16;4;6;59;5;66;7;20;17
Ankaragucu vs. Samsunspor - Sunday October 28 - 2001,Ankaragucu,hard,3-5-2,OZGULTEKIN;OZSARAC;KUTLU;BAS;DURSUN;OZLEM;ROGERIO BELEM;TASDEMIR;KELES;KENNEDY;AHINFUL,22;3;4;23;2;5;7;76;10;18;15
Ankaragucu vs. Samsunspor - Sunday October 28 - 2001,Samsunspor,hard,3-5-2,BOUKAR;BAIDOO;KOLOGLU;YELEK;ULUN;PIASARE;SAGIR;DOKME;KORKMAZ;YILMAZ;SAGLAM,12;8;5;34;3;17;55;15;7;10;6
Antalyaspor vs. Genclerbirligi - Sunday October 28 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;GINCHEV;SAATCIOGLU;KAMBUROGLU;OZALP;GURSEL;YASAN;ONCAN;CAKIR;BIRLIK;AKYUZ,1;23;5;74;3;39;7;22;6;24;18
Antalyaspor vs. Genclerbirligi - Sunday October 28 - 2001,Genclerbirligi,hard,3-5-2,NYS;SUMER;GULDUREN;TOPRAKTEPE;DAEMS;TATLI;DASGUN;GONDEN;MBAYO;CAKMAK;GUMUSDERE,1;5;3;2;20;28;13;77;14;7;9
Denizlispor vs. Besiktas - Sunday October 28 - 2001,Besiktas,easy,4-4-2,TUNCAY;UZULMEZ;RONALDO GUIARO;HAVUTCU;BESERLER;BEKTAS;SULUN;BAYA;KHLESTOV;MANSIZ;KAHVECI,22;19;5;3;25;11;28;7;16;26;8
Denizlispor vs. Besiktas - Sunday October 28 - 2001,Denizlispor,hard,3-5-2,SOULAMA;SERT;EL SAKA;ERTUGRUL;BAYAZIT;KARTOP;AHMED HASSAN;BOYRAZ;TANDOGAN;CIHAN;BIRDAL,33;54;4;55;7;6;17;44;22;50;11
Istanbulspor vs. Gaziantepspor - Sunday October 28 - 2001,Gaziantepspor,hard,3-5-2,GULTANG;POLAT;KORKMAZ;YURT;ROMASHCHENKO;BATISTA;AKBULUT;ASLAN;EREN;OZER;MARANGOZ,2;27;3;38;22;8;16;7;14;56;6
Istanbulspor vs. Gaziantepspor - Sunday October 28 - 2001,Istanbulspor,hard,3-5-2,ZDRAVKOV;GUR;AKBAS;HUSEYINOGLU;PETKOV;SAHIN;SAIDOU;KOCABAL;ERDOGAN;ZUBANOVIC;BUSHI,1;45;98;52;6;21;20;61;33;7;8
Bursaspor vs. Galatasaray - Friday November 2 - 2001,Bursaspor,hard,4-4-2,KELEMEN;DAMLA;OZBEY;BOUAZIZI;KILIC;SEN;ER;MOSHOEU;ALKAN;SOZKESEN;YILMAZ,12;3;6;13;17;11;14;1;20;21;10
Bursaspor vs. Galatasaray - Friday November 2 - 2001,Galatasaray,easy,4-4-2,INAN;VICTORIA;FLEURQUIN;AKIN;ATALAY;PENBE;KAYA;YALCIN;HORVATH;KARAN;ERDEM,16;14;23;12;21;67;8;13;24;9;6
Besiktas vs. Rizespor - Saturday November 3 - 2001,Besiktas,easy,4-4-2,TUNCAY;RONALDO GUIARO;UZULMEZ;KHLESTOV;HAVUTCU;YILDIRIM;SULUN;BEKTAS;BAYA;KAHVECI;MANSIZ,
Besiktas vs. Rizespor - Saturday November 3 - 2001,Rizespor,hard,4-5-1,HAMIDOU;DUYMUS;BILGE;ASIL;ALPUGAN;AVCI;ALNOUDJI;AYHAN;KAZMAZ;OZDEMIR;TETTEH,
Genclerbirligi vs. Malatyaspor - Saturday November 3 - 2001,Genclerbirligi,hard,3-5-2,NYS;TOPRAKTEPE;GULDUREN;OZDEMIR;DAEMS;DASGUN;TATLI;GONDEN;CAKMAK;MBAYO;GUMUSDERE,1;2;3;76;20;13;28;77;7;14;9
Genclerbirligi vs. Malatyaspor - Saturday November 3 - 2001,Malatyaspor,hard,3-5-2,POLAT;GUNDOSTU;MAPEZA;SAHIN;ABAZI;LAZAREVSKI;TURHAN;BENSOL;IPEK;ULUSOY;YAVAS,12;54;15;65;32;26;25;11;7;9;10
Istanbulspor vs. Ankaragucu - Saturday November 3 - 2001,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;TASDEMIR;DURSUN;KELES;OZLEM;ROGERIO BELEM;BAS;OZSARAC;KENNEDY;AHINFUL,22;45;76;2;10;5;7;23;3;18;15
Istanbulspor vs. Ankaragucu - Saturday November 3 - 2001,Istanbulspor,hard,3-5-2,ZDRAVKOV;GUR;AKBAS;HUSEYINOGLU;PETKOV;SAHIN;SAIDOU;ONATLI;ERDOGAN;ZUBANOVIC;BUSHI,1;45;98;52;6;21;20;35;33;7;8
Kocaelispor vs. Samsunspor - Saturday November 3 - 2001,Kocaelispor,hard,4-4-2,MERT;BILGEN;COLAK;ARSLANER;ABDELAZIZ;HASPOLATLI;SARMAN;OZTONGA;ALEKSANDROV;TOPRAKTEPE;AYEW,
Kocaelispor vs. Samsunspor - Saturday November 3 - 2001,Samsunspor,hard,3-5-2,PIASARE;BOUKAR;BAIDOO;KOLOGLU;YELEK;CAN;KORKMAZ;DOKME;SAGIR;SAGLAM;YILMAZ,
Diyarbakirspor vs. Yimpas Yozgatspor - Sunday November 4 - 2001,Diyarbakirspor,hard,3-5-2,SARNAT;SURMELI;ZAFER;DUMAN;KOCAK;YUCETAS;DZWIGALA;KOLGU;ALACAYIR;KONA;ULUSAL,31;16;5;51;99;6;32;11;7;24;8
Diyarbakirspor vs. Yimpas Yozgatspor - Sunday November 4 - 2001,Yimpas Yozgatspor,hard,4-5-1,DIALLO;YAW;ARSLAN;OZER;BAYER;KARACA;DALCICEK;KAHRAMAN;KARAKAYIS;HINCAL;KOCABEY,1;15;4;16;51;6;66;5;59;7;10
Gaziantepspor vs. Fenerbahce - Sunday November 4 - 2001,Fenerbahce,easy,3-5-2,RECBER;MIRKOVIC;DOGAN;OZAT;ERCAN;SIMSEK;AKDENIZ;LAZETIC;GUNES;DERELIOGLU;ANDERSSON,1;2;4;16;18;20;11;17;30;29;19
Gaziantepspor vs. Fenerbahce - Sunday November 4 - 2001,Gaziantepspor,hard,4-4-2,GULTANG;YURT;KORKMAZ;POLAT;TUNC;MARANGOZ;BATISTA;ASLAN;AKBULUT;OZER;SAHINTURK,2;38;3;27;5;6;8;7;16;56;10
Goztepe vs. Antalyaspor - Sunday November 4 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;GINCHEV;SAATCIOGLU;KAMBUROGLU;OZALP;CIMSIR;GURSEL;YASAN;CAKIR;KINALI;AKYUZ,1;23;5;74;3;11;39;7;6;61;18
Goztepe vs. Antalyaspor - Sunday November 4 - 2001,Goztepe,hard,3-5-2,MAJDAN;CETIN;ARAYICI;KOK;KOCABICAK;BOZACI;MKHALELE;YUNGUL;OZKAN;MARTIN;KABAT,33;36;99;19;16;53;85;8;11;28;22
