game,team,difficulty,formation,lineup
Samsunspor vs. Eskisehirspor - Sunday February 12 - 2012,Samsunspor,hard,4-2-3-1,TASKIRAN;BORAL;ANDRE BAHIA;KELHAR;ALKASI;CEYLAN;FINK;EKIGHO;YILDIRIM;OZKAN;GEKAS
Mersin Idmanyurdu vs. Galatasaray - Friday February 17 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;EBOUE;COLAK;GULSELAM;INAN;BAYTAR;ELMANDER;ATES
Mersin Idmanyurdu vs. Galatasaray - Friday February 17 - 2012,Mersin Idmanyurdu,hard,4-3-2-1,ARIKAN;KECELI;BOUM;KAS;GUVEN;BEN YAHIA;ZURITA;ATAS;BUENO;OZGUR;NOBRE
Ankaragucu vs. Samsunspor - Saturday February 18 - 2012,Ankaragucu,hard,4-3-3,OLGUN;DOGAN;KURT;ALVER;COGUM;ERDOGAN;GULDEN;TORUN;DEMIRHAN;GARHAN;KANAK
Ankaragucu vs. Samsunspor - Saturday February 18 - 2012,Samsunspor,hard,4-3-3,TASKIRAN;BORAL;ANDRE BAHIA;KELHAR;ALKASI;YILDIRIM;FINK;CEYLAN;EKIGHO;BANCE;ZENKE
Antalyaspor vs. Manisaspor - Saturday February 18 - 2012,Antalyaspor,hard,4-3-3,CATKIC;MINEV;BARIS;TURAN;TANDOGAN;KAYA;DAGASAN;INCEMAN;TITA;JABA;BOYRAZ
Antalyaspor vs. Manisaspor - Saturday February 18 - 2012,Manisaspor,hard,4-3-3,BABACAN;KLUKOWSKI;AKAMINKO;BALIOGLU;BARIS;CALISKAN;DIXON;ERDOGAN;HARBUZI;PROMISE;VUCICEVIC
Fenerbahce vs. Sivasspor - Saturday February 18 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;IRTEGUN;YOBO;GONUL;DIA;CRISTIAN;ALEX;BELOZOGLU;TOPUZ;SOW
Fenerbahce vs. Sivasspor - Saturday February 18 - 2012,Sivasspor,hard,4-4-2,SAHIN;ERDAL;NAVRATIL;RAJNOCH;KAVUK;KILIC;BEKMEZCI;KARAKAS;GROSICKI;ENERAMO;PEDRIEL
Besiktas vs. Genclerbirligi - Sunday February 19 - 2012,Besiktas,easy,4-1-4-1,GONEN;KAYHAN;GULUM;SIVOK;DAG;ERNST;QUARESMA;FERNANDES;KAVLAK;UYSAL;ALMEIDA
Besiktas vs. Genclerbirligi - Sunday February 19 - 2012,Genclerbirligi,hard,4-3-3,KOSE;SEDEF;DEMIR;KULUSIC;CAN;AZOFEIFA;ILERI;AYDOGDU;ZEC;TUM;MERIC
Eskisehirspor vs. Kardemir Dc Karabukspor - Sunday February 19 - 2012,Eskisehirspor,hard,4-5-1,IVESA;DEDE;DIEGO ANGELO;NADAREVIC;ARSLAN;YAMAN;GUCER;POTUK;SARI;TELLO;KAMARA
Eskisehirspor vs. Kardemir Dc Karabukspor - Sunday February 19 - 2012,Kardemir Dc Karabukspor,hard,4-4-2,TOMIC;SERIC;JAHIC;MABIALA;UCAR;SHELTON;HIKMET;SOYLER;CERNAT;YILDIZ;PARLAK
Gaziantepspor vs. Orduspor - Sunday February 19 - 2012,Gaziantepspor,hard,4-3-3,ONGUN;IVAN;CAN;BINYA;SUME;BADUR;PEHLIVAN;HAS;POPOV;DEMIR;SAPARA
Gaziantepspor vs. Orduspor - Sunday February 19 - 2012,Orduspor,hard,4-4-2,FORNEZZI;SAHIN;AYHAN;KULGA;DERELI;CULIO;CAMDALI;OZMERT;JAVITO;KABZE;STANCU
Kayserispor vs. Trabzonspor - Sunday February 19 - 2012,Kayserispor,hard,4-5-1,NAVARRO;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;COREKCI;AMRABAT;RIVEROS;YILMAZ;DURAK;TROISI;KUJOVIC
Kayserispor vs. Trabzonspor - Sunday February 19 - 2012,Trabzonspor,easy,4-2-3-1,ZENGIN;CELUSTKA;KACAR;YUMLU;BALCI;ZOKORA;AKGUN;ADIN;ALANZINHO;SEN;YILMAZ
Bursaspor vs. Istanbul Buyuksehir Belediyespor - Monday February 20 - 2012,Bursaspor,hard,4-2-3-1,CARSON;WEDERSON;AZIZ;ERDOGAN;CHRETIEN;N'DIAYE;KOCAK;IPEK;BATALLA;SESTAK;PINTO
Bursaspor vs. Istanbul Buyuksehir Belediyespor - Monday February 20 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;EKSIOGLU;ARAT;ZAYATTE;KUS;INANC;TEKDEMIR;HOLMEN;DOKA MADUREIRA;WEBO;TOM
Orduspor vs. Kayserispor - Friday February 24 - 2012,Kayserispor,hard,4-5-1,NAVARRO;KALDIRIM;DABANLI;EKER;PEKARIK;AMRABAT;RIVEROS;TROISI;DURAK;YILMAZ;KUJOVIC
Orduspor vs. Kayserispor - Friday February 24 - 2012,Orduspor,hard,4-5-1,FORNEZZI;SAHIN;AYHAN;GARCIA;DERELI;CULIO;GOSSO;OZMERT;CAMDALI;JAVITO;STANCU
Eskisehirspor vs. Fenerbahce - Saturday February 25 - 2012,Eskisehirspor,hard,4-2-3-1,IVESA;DEDE;DIEGO ANGELO;BAHTIYAROGLU;SARI;ERTUGRUL;GUCER;ZENGIN;POTUK;KAMARA;OZBAYRAKTAR
Eskisehirspor vs. Fenerbahce - Saturday February 25 - 2012,Fenerbahce,easy,4-2-3-1,DEMIREL;ZIEGLER;IRTEGUN;YOBO;GONUL;CRISTIAN;BELOZOGLU;STOCH;ALEX;TOPUZ;SOW
Kardemir Dc Karabukspor vs. Ankaragucu - Saturday February 25 - 2012,Ankaragucu,hard,4-3-3,OLGUN;DOGAN;KURT;ALVER;COGUM;ERDOGAN;GULDEN;EVCI;TORUN;GARHAN;KANAK
Kardemir Dc Karabukspor vs. Ankaragucu - Saturday February 25 - 2012,Kardemir Dc Karabukspor,hard,4-3-3,TOMIC;SERIC;JAHIC;MABIALA;UCAR;HIKMET;CERNAT;SOYLER;SHELTON;YILDIZ;PARLAK
Manisaspor vs. Gaziantepspor - Saturday February 25 - 2012,Gaziantepspor,hard,4-3-1-2,KARCEMARSKAS;CAN;BINYA;NOUNKEU;SUME;HAS;PEHLIVAN;KURTULUS;SAPARA;TOSUN;DEMIR
Manisaspor vs. Gaziantepspor - Saturday February 25 - 2012,Manisaspor,hard,4-3-3,AVCIBAY;KLUKOWSKI;AKAMINKO;DIXON;BARIS;CALISKAN;INCEDEMIR;ERDOGAN;CLAUDIO PITBULL;PROMISE;OZEK
Samsunspor vs. Bursaspor - Saturday February 25 - 2012,Bursaspor,hard,4-3-3,CARSON;ASLANTAS;ERDOGAN;AZIZ;CHRETIEN;KOCAK;BATALLA;CAGIRAN;IPEK;PINTO;SESTAK
Samsunspor vs. Bursaspor - Saturday February 25 - 2012,Samsunspor,hard,4-3-3,TASKIRAN;BORAL;ANDRE BAHIA;KELHAR;ALKASI;YILDIRIM;FINK;CEYLAN;EKIGHO;GEKAS;ZENKE
Galatasaray vs. Besiktas - Sunday February 26 - 2012,Besiktas,easy,4-3-3,GONEN;KOYBASI;KORKMAZ;SIVOK;TORAMAN;UYSAL;ERNST;KAVLAK;SIMAO;ALMEIDA;QUARESMA
Galatasaray vs. Besiktas - Sunday February 26 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;EBOUE;COLAK;FELIPE MELO;INAN;BAYTAR;ELMANDER;ATES
Genclerbirligi vs. Sivasspor - Sunday February 26 - 2012,Genclerbirligi,hard,4-3-3,KOSE;SEDEF;DEMIR;KULUSIC;CAN;AZOFEIFA;ILERI;AYDOGDU;OZTEKIN;TUM;MERIC
Genclerbirligi vs. Sivasspor - Sunday February 26 - 2012,Sivasspor,hard,4-3-3,SENECKY;ERDAL;RAJNOCH;NAVRATIL;KAVUK;NAS;BEKMEZCI;KARAKAS;OZKARA;PEDRIEL;GROSICKI
Istanbul Buyuksehir Belediyespor vs. Antalyaspor - Sunday February 26 - 2012,Antalyaspor,hard,4-3-3,CATKIC;MINEV;BARIS;TURAN;TANDOGAN;DAGASAN;BASSAN;INCEMAN;TITA;JABA;BOYRAZ
Istanbul Buyuksehir Belediyespor vs. Antalyaspor - Sunday February 26 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;AYDIN;TEKDEMIR;MARCUS VINICIUS;KUS;KORKMAZ;INANC;HOLMEN;VISCA;AKAN;TOM
Trabzonspor vs. Mersin Idmanyurdu - Sunday February 26 - 2012,Mersin Idmanyurdu,hard,4-2-3-1,ARIKAN;ATAN;BOUM;KAS;KECELI;BAYRAKTAR;BEN YAHIA;ANDRE MORITZ;OZGUR;BUENO;NOBRE
Trabzonspor vs. Mersin Idmanyurdu - Sunday February 26 - 2012,Trabzonspor,easy,4-5-1,ZENGIN;CECH;YUMLU;KACAR;BALCI;ADIN;ZOKORA;ALANZINHO;COLMAN;SEN;HENRIQUE
Ankaragucu vs. Eskisehirspor - Saturday March 3 - 2012,Ankaragucu,hard,4-3-3,OLGUN;DOGAN;KURT;GEYIK;ERDOGAN;GULDEN;KANAK;EVCI;DEMIRHAN;GARHAN;SIRIN
Ankaragucu vs. Eskisehirspor - Saturday March 3 - 2012,Eskisehirspor,hard,4-4-2,IVESA;DEDE;DIEGO ANGELO;BAHTIYAROGLU;SARI;TELLO;ERTUGRUL;POTUK;ZENGIN;OZBAYRAKTAR;KAMARA
Antalyaspor vs. Samsunspor - Saturday March 3 - 2012,Antalyaspor,hard,4-3-3,USAK;MINEV;BARIS;TURAN;TANDOGAN;KAYA;DAGASAN;SERAS;TITA;JABA;BOYRAZ
Antalyaspor vs. Samsunspor - Saturday March 3 - 2012,Samsunspor,hard,4-3-3,TASKIRAN;KELHAR;ANDRE BAHIA;TOKAK;ALKASI;ARSLAN;FINK;CEYLAN;YILDIRIM;GEKAS;EKIGHO
Fenerbahce vs. Genclerbirligi - Saturday March 3 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;KESIMAL;YOBO;GONUL;STOCH;CRISTIAN;ALEX;BELOZOGLU;TOPUZ;SOW
Fenerbahce vs. Genclerbirligi - Saturday March 3 - 2012,Genclerbirligi,hard,4-3-3,KOSE;SEDEF;DEMIR;KULUSIC;CAN;AZOFEIFA;ILERI;AYDOGDU;OZTEKIN;TUM;MERIC
Mersin Idmanyurdu vs. Orduspor - Saturday March 3 - 2012,Mersin Idmanyurdu,hard,4-3-3,ARIKAN;KECELI;ATAN;KAS;GUVEN;BEN YAHIA;BAYRAKTAR;ATAS;DELEV;NOBRE;ANDRE MORITZ
Mersin Idmanyurdu vs. Orduspor - Saturday March 3 - 2012,Orduspor,hard,4-2-3-1,FORNEZZI;SAHIN;AYHAN;GARCIA;DERELI;GOSSO;CAMDALI;CULIO;OZMERT;JAVITO;STANCU
Besiktas vs. Trabzonspor - Sunday March 4 - 2012,Besiktas,easy,4-3-3,GONEN;GULUM;SIDNEI;SIVOK;TORAMAN;FERNANDES;ERNST;UYSAL;DAG;ALMEIDA;QUARESMA
Besiktas vs. Trabzonspor - Sunday March 4 - 2012,Trabzonspor,easy,4-2-3-1,ZENGIN;CELUSTKA;KACAR;YUMLU;BALCI;ZOKORA;COLMAN;ADIN;MIERZEJEWSKI;SEN;YILMAZ
Bursaspor vs. Kardemir Dc Karabukspor - Sunday March 4 - 2012,Bursaspor,hard,4-3-3,CARSON;WEDERSON;ERDOGAN;OZTURK;ASLANTAS;N'DIAYE;BATALLA;KOCAK;IPEK;PINTO;SESTAK
Bursaspor vs. Kardemir Dc Karabukspor - Sunday March 4 - 2012,Kardemir Dc Karabukspor,hard,4-4-2,TOMIC;SERIC;JAHIC;MABIALA;UCAR;SHELTON;HIKMET;SOYLER;CERNAT;YILDIZ;PARLAK
Gaziantepspor vs. Istanbul Buyuksehir Belediyespor - Sunday March 4 - 2012,Gaziantepspor,hard,4-3-3,KARCEMARSKAS;CAN;NOUNKEU;SUME;KURTULUS;HAS;BINYA;PEHLIVAN;POPOV;DEMIR;SAPARA
Gaziantepspor vs. Istanbul Buyuksehir Belediyespor - Sunday March 4 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;AYDIN;TEKDEMIR;MARCUS VINICIUS;KUS;KORKMAZ;INANC;HOLMEN;DOKA MADUREIRA;WEBO;VISCA
Sivasspor vs. Galatasaray - Monday March 5 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;EBOUE;COLAK;INAN;FELIPE MELO;RIERA;ELMANDER;ATES
Sivasspor vs. Galatasaray - Monday March 5 - 2012,Sivasspor,hard,4-4-2,SENECKY;KONUK;NAVRATIL;RAJNOCH;KAVUK;GROSICKI;BEKMEZCI;KILIC;NAS;ENERAMO;PEDRIEL
Ankaragucu vs. Fenerbahce - Friday March 9 - 2012,Ankaragucu,hard,4-4-2,OLGUN;DOGAN;KURT;TOSCALI;TORUN;ERDOGAN;GULDEN;EVCI;SIRIN;GARHAN;DEMIRHAN
Ankaragucu vs. Fenerbahce - Friday March 9 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;FABIO BILICA;YOBO;GONUL;DIA;SAHIN;STOCH;BELOZOGLU;TOPUZ;SOW
Galatasaray vs. Genclerbirligi - Saturday March 10 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;EBOUE;RIERA;INAN;FELIPE MELO;BAYTAR;ELMANDER;ATES
Galatasaray vs. Genclerbirligi - Saturday March 10 - 2012,Genclerbirligi,hard,4-5-1,KARABULUT;TEBER;DEMIR;KULUSIC;CAN;OZTEKIN;AKGUN;DURUER;AZOFEIFA;MERIC;TUM
Istanbul Buyuksehir Belediyespor vs. Kayserispor - Saturday March 10 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;AYDIN;DEPE;ZAYATTE;KUS;HASPOLATLI;INANC;HOLMEN;DOKA MADUREIRA;WEBO;VISCA
Istanbul Buyuksehir Belediyespor vs. Kayserispor - Saturday March 10 - 2012,Kayserispor,hard,4-3-3,NAVARRO;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;PEKARIK;YOKUSLU;RIVEROS;SOZEN;AMRABAT;KUJOVIC;YILMAZ
Eskisehirspor vs. Bursaspor - Sunday March 11 - 2012,Bursaspor,hard,4-2-3-1,CARSON;WEDERSON;ERDOGAN;OZTURK;ASLANTAS;N'DIAYE;KOCAK;IPEK;BATALLA;SESTAK;PINTO
Eskisehirspor vs. Bursaspor - Sunday March 11 - 2012,Eskisehirspor,hard,4-3-3,ERDOGAN;DEDE;DIEGO ANGELO;BAHTIYAROGLU;SARI;GUCER;POTUK;ERTUGRUL;ZENGIN;OZBAYRAKTAR;ESER
Kardemir Dc Karabukspor vs. Antalyaspor - Sunday March 11 - 2012,Antalyaspor,hard,4-3-3,USAK;MINEV;BARIS;RADELJIC;SEKMAN;INCEMAN;DAGASAN;KAYA;BOYRAZ;ZITOUNI;AYDIN
Kardemir Dc Karabukspor vs. Antalyaspor - Sunday March 11 - 2012,Kardemir Dc Karabukspor,hard,4-3-3,TOMIC;SERIC;JAHIC;MABIALA;UCAR;SARP;CERNAT;HIKMET;SHELTON;YILDIZ;PARLAK
Manisaspor vs. Mersin Idmanyurdu - Sunday March 11 - 2012,Manisaspor,hard,4-3-3,AVCIBAY;COKMUS;DIXON;TOK;AKAMINKO;CALISKAN;INCEDEMIR;ERDOGAN;VUCICEVIC;PROMISE;OZEK
Manisaspor vs. Mersin Idmanyurdu - Sunday March 11 - 2012,Mersin Idmanyurdu,hard,4-3-3,ARIKAN;KECELI;BOUM;KAS;GUVEN;BEN YAHIA;BAYRAKTAR;ZURITA;DELEV;NOBRE;ANDRE MORITZ
Orduspor vs. Besiktas - Sunday March 11 - 2012,Besiktas,easy,4-3-3,RECBER;KOYBASI;KORKMAZ;SIDNEI;DAG;FERNANDES;ERNST;KAVLAK;SIMAO;PEKTEMEK;HOLOSKO
Orduspor vs. Besiktas - Sunday March 11 - 2012,Orduspor,hard,4-2-3-1,FORNEZZI;SAHIN;AYHAN;BAYRAK;GARCIA;GOSSO;CAMDALI;CULIO;OZMERT;JAVITO;STANCU
Samsunspor vs. Gaziantepspor - Sunday March 11 - 2012,Gaziantepspor,hard,4-3-2-1,KARCEMARSKAS;CAN;NOUNKEU;SUME;KURTULUS;PEHLIVAN;HAS;BINYA;SAPARA;POPOV;DEMIR
Samsunspor vs. Gaziantepspor - Sunday March 11 - 2012,Samsunspor,hard,4-3-3,TASKIRAN;ANDRE BAHIA;KELHAR;TOKAK;ALKASI;CEYLAN;FINK;ARSLAN;EKIGHO;GEKAS;YILDIRIM
Trabzonspor vs. Sivasspor - Monday March 12 - 2012,Sivasspor,hard,4-3-3,KOCA;KONUK;NAVRATIL;RAJNOCH;CERNY;BEKMEZCI;KILIC;KARAKAS;GROSICKI;ENERAMO;PEDRIEL
Trabzonspor vs. Sivasspor - Monday March 12 - 2012,Trabzonspor,easy,4-2-3-1,ZENGIN;CECH;CELUSTKA;KACAR;BALCI;COLMAN;AKGUN;HENRIQUE;MIERZEJEWSKI;SEN;YILMAZ
Genclerbirligi vs. Trabzonspor - Friday March 16 - 2012,Genclerbirligi,hard,4-3-3,KOSE;TEBER;DEMIR;KULUSIC;SEDEF;AKGUN;DELIBALTA;AYDOGDU;OZTEKIN;TUM;MERIC
Genclerbirligi vs. Trabzonspor - Friday March 16 - 2012,Trabzonspor,easy,4-3-3,ZENGIN;CECH;CELUSTKA;KACAR;BALCI;ZOKORA;ALANZINHO;COLMAN;MIERZEJEWSKI;YILMAZ;ALTINTOP
Antalyaspor vs. Eskisehirspor - Saturday March 17 - 2012,Antalyaspor,hard,4-3-3,CATKIC;MINEV;NIZAM;RADELJIC;TANDOGAN;INCEMAN;AGCAY;SERAS;TITA;BOYRAZ;AYDIN
Antalyaspor vs. Eskisehirspor - Saturday March 17 - 2012,Eskisehirspor,hard,4-3-3,IVESA;DEDE;DIEGO ANGELO;BAHTIYAROGLU;SARI;ERTUGRUL;POTUK;GUCER;ZENGIN;OZBAYRAKTAR;ESER
Bursaspor vs. Ankaragucu - Saturday March 17 - 2012,Ankaragucu,hard,4-3-3,OLGUN;DOGAN;KURT;TOSCALI;TORUN;ERDOGAN;GULDEN;TURKMEN;KANAK;GARHAN;SIRIN
Bursaspor vs. Ankaragucu - Saturday March 17 - 2012,Bursaspor,hard,4-2-3-1,OZKAN;WEDERSON;AZIZ;STEPANOV;CHRETIEN;N'DIAYE;CAGIRAN;IPEK;BATALLA;SESTAK;PINTO
Fenerbahce vs. Galatasaray - Saturday March 17 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;KESIMAL;YOBO;GONUL;STOCH;CRISTIAN;ALEX;BELOZOGLU;TOPUZ;SOW
Fenerbahce vs. Galatasaray - Saturday March 17 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;EBOUE;COLAK;FELIPE MELO;INAN;BAYTAR;ELMANDER;ATES
Sivasspor vs. Orduspor - Saturday March 17 - 2012,Orduspor,hard,4-3-3,FORNEZZI;SAHIN;AYHAN;BAYRAK;GARCIA;GOSSO;OZMERT;CAMDALI;KALKAN;STANCU;JAVITO
Sivasspor vs. Orduspor - Saturday March 17 - 2012,Sivasspor,hard,4-1-3-2,KOCA;ERDAL;RAJNOCH;NAVRATIL;KAVUK;BEKMEZCI;CERNY;KILIC;GROSICKI;ENERAMO;PEDRIEL
Gaziantepspor vs. Kardemir Dc Karabukspor - Sunday March 18 - 2012,Gaziantepspor,hard,4-3-3,KARCEMARSKAS;CAN;NOUNKEU;SUME;KURTULUS;SAPARA;PEHLIVAN;HAS;POPOV;DEMIR;SAHIN
Gaziantepspor vs. Kardemir Dc Karabukspor - Sunday March 18 - 2012,Kardemir Dc Karabukspor,hard,4-2-3-1,KORK;SERIC;JAHIC;MABIALA;UCAR;SARP;HIKMET;SHELTON;CERNAT;PARLAK;YILDIZ
Kayserispor vs. Samsunspor - Sunday March 18 - 2012,Kayserispor,hard,4-3-3,NAVARRO;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;COREKCI;DURAK;RIVEROS;TROISI;AMRABAT;KUJOVIC;YILMAZ
Kayserispor vs. Samsunspor - Sunday March 18 - 2012,Samsunspor,hard,4-3-3,TASKIRAN;ANDRE BAHIA;KELHAR;TOKAK;ALKASI;ARSLAN;FINK;YILDIRIM;EKIGHO;GEKAS;ZENKE
Mersin Idmanyurdu vs. Istanbul Buyuksehir Belediyespor - Sunday March 18 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-1-4-1,BAHADIR;AYDIN;DEPE;ZAYATTE;KUS;HASPOLATLI;DOKA MADUREIRA;INANC;HOLMEN;VISCA;WEBO
Mersin Idmanyurdu vs. Istanbul Buyuksehir Belediyespor - Sunday March 18 - 2012,Mersin Idmanyurdu,hard,4-3-3,SEHIC;KECELI;ATAN;BOUM;GUVEN;BUENO;BEN YAHIA;ZURITA;TISDELL;NOBRE;KILICASLAN
Besiktas vs. Manisaspor - Monday March 19 - 2012,Besiktas,easy,4-3-3,GONEN;KOYBASI;KORKMAZ;SIVOK;HILBERT;FERNANDES;ERNST;KAVLAK;SIMAO;ALMEIDA;PEKTEMEK
Besiktas vs. Manisaspor - Monday March 19 - 2012,Manisaspor,hard,4-2-3-1,AVCIBAY;COKMUS;DIXON;TOK;AKAMINKO;INCEDEMIR;CALISKAN;OZEK;ERDOGAN;PROMISE;KAHE
Fenerbahce vs. Bursaspor - Saturday March 24 - 2012,Bursaspor,hard,4-2-3-1,CARSON;ASLANTAS;AZIZ;OZTURK;CHRETIEN;N'DIAYE;KOCAK;WEDERSON;BATALLA;SESTAK;PINTO
Fenerbahce vs. Bursaspor - Saturday March 24 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;IRTEGUN;YOBO;SAM;STOCH;CRISTIAN;ALEX;SAHIN;TOPUZ;SOW
Ankaragucu vs. Antalyaspor - Sunday March 25 - 2012,Ankaragucu,hard,4-3-3,OLGUN;DOGAN;KURT;TOSCALI;TORUN;GULDEN;TURKMEN;ERDOGAN;ERDOGAN;KURUMUS;SIRIN
Ankaragucu vs. Antalyaspor - Sunday March 25 - 2012,Antalyaspor,hard,4-3-3,CATKIC;BASSAN;RADELJIC;TURAN;TANDOGAN;KAYA;DAGASAN;SERAS;TITA;JABA;BOYRAZ
Eskisehirspor vs. Gaziantepspor - Sunday March 25 - 2012,Eskisehirspor,hard,4-5-1,IVESA;DEDE;DIEGO ANGELO;BAHTIYAROGLU;ARSLAN;ZENGIN;GUCER;ERTUGRUL;SARI;ESER;KAMARA
Eskisehirspor vs. Gaziantepspor - Sunday March 25 - 2012,Gaziantepspor,hard,4-3-3,KARCEMARSKAS;CAN;SUME;NOUNKEU;KURTULUS;PEHLIVAN;SAPARA;BINYA;SAHIN;DEMIR;POPOV
Galatasaray vs. Trabzonspor - Sunday March 25 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;EBOUE;COLAK;FELIPE MELO;INAN;BAYTAR;BAROS;ATES
Galatasaray vs. Trabzonspor - Sunday March 25 - 2012,Trabzonspor,easy,4-2-3-1,ZENGIN;CELUSTKA;KACAR;YUMLU;BALCI;ZOKORA;COLMAN;ADIN;ALANZINHO;SEN;YILMAZ
Kardemir Dc Karabukspor vs. Kayserispor - Sunday March 25 - 2012,Kardemir Dc Karabukspor,hard,4-3-3,TOMIC;SERIC;JAHIC;MABIALA;UCAR;HIKMET;CERNAT;KAGAN SOYLEMEZGILLER;SHELTON;YILDIZ;PARLAK
Kardemir Dc Karabukspor vs. Kayserispor - Sunday March 25 - 2012,Kayserispor,hard,4-3-3,DEGIRMENCI;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;PEKARIK;RIVEROS;OZCAL;SOZEN;TROISI;KUJOVIC;BISESWAR
Manisaspor vs. Sivasspor - Sunday March 25 - 2012,Manisaspor,hard,4-3-3,AVCIBAY;COKMUS;TOK;DIXON;AKAMINKO;CALISKAN;INCEDEMIR;ERDOGAN;OZEK;KAHE;PROMISE
Manisaspor vs. Sivasspor - Sunday March 25 - 2012,Sivasspor,hard,4-3-3,KOCA;ERDAL;NAVRATIL;RAJNOCH;KAVUK;NAS;FATY;KILIC;CERNY;ENERAMO;BEKMEZCI
Orduspor vs. Genclerbirligi - Sunday March 25 - 2012,Genclerbirligi,hard,4-3-3,KOSE;TEBER;SEDEF;KULUSIC;CAN;AKGUN;DELIBALTA;AZOFEIFA;OZTEKIN;TUM;MERIC
Orduspor vs. Genclerbirligi - Sunday March 25 - 2012,Orduspor,hard,4-3-3,FORNEZZI;SAHIN;AYHAN;KULGA;DERELI;OZMERT;GOSSO;CAMDALI;CULIO;BRUNO MEZENGA;JAVITO
Samsunspor vs. Mersin Idmanyurdu - Sunday March 25 - 2012,Mersin Idmanyurdu,hard,4-3-3,SEHIC;BEN YAHIA;ATAN;KAS;GUVEN;BUENO;BAYRAKTAR;KAYA;DELEV;NOBRE;OZOKWO
Samsunspor vs. Mersin Idmanyurdu - Sunday March 25 - 2012,Samsunspor,hard,4-3-3,TASKIRAN;KELHAR;KHUBUTIA;TOKAK;ALKASI;CEYLAN;ARSLAN;ANDRE BAHIA;BORAL;EKIGHO;OZKAN
Istanbul Buyuksehir Belediyespor vs. Besiktas - Monday March 26 - 2012,Besiktas,easy,4-3-3,GONEN;KORKMAZ;SIVOK;TORAMAN;HILBERT;FERNANDES;ERNST;KAVLAK;SIMAO;PEKTEMEK;KAPLAN
Istanbul Buyuksehir Belediyespor vs. Besiktas - Monday March 26 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;EKSIOGLU;ARAT;DEPE;SAHIN;INANC;TEKDEMIR;HOLMEN;VISCA;WEBO;TOM
Gaziantepspor vs. Ankaragucu - Friday March 30 - 2012,Ankaragucu,hard,4-3-3,OLGUN;TASCI;KURT;TOSCALI;GEYIK;TORUN;GULDEN;TURKMEN;ERDOGAN;KURUMUS;SIRIN
Gaziantepspor vs. Ankaragucu - Friday March 30 - 2012,Gaziantepspor,hard,4-3-3,KARCEMARSKAS;CAN;SUME;NOUNKEU;KURTULUS;POPOV;BINYA;SAPARA;SAHIN;DEMIR;TOSUN
Mersin Idmanyurdu vs. Kardemir Dc Karabukspor - Friday March 30 - 2012,Kardemir Dc Karabukspor,hard,4-3-3,KORK;VAROL;KARAER;OZDIN;OZGENC;SOYLER;SARP;RAGUED;TASKIRAN;YILDIZ;HAMROUN
Mersin Idmanyurdu vs. Kardemir Dc Karabukspor - Friday March 30 - 2012,Mersin Idmanyurdu,hard,4-3-3,BICER;KECELI;ATAN;BOUM;GUVEN;BUENO;BEN YAHIA;KAYA;DELEV;KILICASLAN;TISDELL
Galatasaray vs. Orduspor - Saturday March 31 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;EBOUE;COLAK;INAN;FELIPE MELO;BAYTAR;BAROS;ATES
Galatasaray vs. Orduspor - Saturday March 31 - 2012,Orduspor,hard,4-2-3-1,FORNEZZI;SAHIN;AYHAN;KULGA;GARCIA;GOSSO;CAMDALI;DALMAT;OZMERT;JAVITO;BRUNO MEZENGA
Genclerbirligi vs. Manisaspor - Saturday March 31 - 2012,Genclerbirligi,hard,4-3-3,KOSE;SEDEF;DEMIR;KULUSIC;CAN;AKGUN;AYDOGDU;AZOFEIFA;OZTEKIN;TUM;MERIC
Genclerbirligi vs. Manisaspor - Saturday March 31 - 2012,Manisaspor,hard,4-3-3,BABACAN;COKMUS;DIXON;TOK;AKAMINKO;YILMAZ;INCEDEMIR;CALISKAN;OZEK;KAHE;PROMISE
