game,team,difficulty,formation,lineup
Basaksehir vs. Konyaspor - Wednesday March 3 - 2021,Basaksehir,hard,4-2-3-1,BABACAN;KALDIRIM;EPUREANU;PONCK;SAHINER;TOPAL;TEKDEMIR;ALEKSIC;OZCAN;TURUC;CRIVELLI
Basaksehir vs. Konyaspor - Wednesday March 3 - 2021,Konyaspor,hard,4-2-3-1,BIRNICAN;GUILHERME;BARDAKCI;CALIK;SKUBIC;DIOMANDE;JEVTOVIC;CIKALLESHI;HADZIAHMETOVIC;SEKIDIKA;DACI
Buyuksehir Belediye Erzurumspor vs. Fatih Karagumruk - Wednesday March 3 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;BERGDICH;SCHWECHLEN;DA COSTA;BUTKO;OMOLO;BOUMAL;RASHANI;CHAHECHOUHE;ALKILIC;GOMES
Buyuksehir Belediye Erzurumspor vs. Fatih Karagumruk - Wednesday March 3 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;CAMPI;ROCO;HEDENSTAD;BIGLIA;BORINI;CASTRO;BERTOLACCI;NDAO;SOBIECH
Kayserispor vs. Rizespor - Wednesday March 3 - 2021,Kayserispor,hard,4-2-3-1,ALEMDAR;BEHICH;KOLOVETSIOS;DEMIROK;CIVELEK;ATTAMAH;MUHAR;PEDRO HENRIQUE;AVRAMOVSKI;LENNON;MAGLICA
Kayserispor vs. Rizespor - Wednesday March 3 - 2021,Rizespor,hard,5-3-2,AKKAN;MELNJAK;AY;MERIAH;TALBI;FABRICIO BAIANO;SABO;DURAK;DJOKOVIC;SØDERLUND;FERNANDO BOLDRIN
Sivasspor vs. Hatayspor - Wednesday March 3 - 2021,Hatayspor,hard,4-1-4-1,EL KAJOUI;KATRANIS;SANTOS;BILLONG;POPOV;SACKEY;ILGAZ;RIBEIRO;AABID;AKINTOLA;DIOUF
Sivasspor vs. Hatayspor - Wednesday March 3 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;CAMARA;YALCIN;OGUZ;CLAUDEMIR;GRADEL;ARSLAN;FAJR;BOYD;YATABARE
Alanyaspor vs. Goztepe - Thursday March 4 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;TZAVELLAS;AKSOY;MORENO;GULSELAM;SIOPIS;KUTLU;DAVIDSON;BAREIRO;KADZIOR
Alanyaspor vs. Goztepe - Thursday March 4 - 2021,Goztepe,hard,4-2-3-1,EGRIBAYAT;BUREKOVIC;NUKAN;OZTURK;PALULI;NWOBODO;AYDOGDU;NDIAYE;DIABATE;AKBUNAR;IDEYE
Fenerbahce vs. Antalyaspor - Thursday March 4 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;KUDRYASHOV;NALDO;SARI;BALCI;SAHIN;ALBAYRAK;OZMERT;FREDY;AMILTON;BAYRAKDAR
Fenerbahce vs. Antalyaspor - Thursday March 4 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;NOVAK;SZALAI;TISSERAND;GONUL;TUFAN;SOSA;PELKAS;OZIL;OSAYI-SAMUEL;SAMATTA
Kasimpasa vs. Trabzonspor - Thursday March 4 - 2021,Kasimpasa,hard,4-1-4-1,TASKIRAN;HADDADI;BRECKA;TOSIC;HADERGJONAJ;SADIKU;ERDOGAN;DRINKWATER;BISTROVIC;HAJRADINOVIC;VARGA
Kasimpasa vs. Trabzonspor - Thursday March 4 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;VITOR HUGO;IE;ASAN;PARMAK;OZDEMIR;NWAKAEME;BAKASETAS;EKUBAN;DJANINY
Besiktas vs. Gaziantep FK - Saturday March 6 - 2021,Besiktas,easy,4-1-4-1,DESTANOGLU;YILMAZ;VIDA;WELINTON;ROSIER;SOUZA;LARIN;LJAJIC;HUTCHINSON;GHEZZAL;ABOUBAKAR
Besiktas vs. Gaziantep FK - Saturday March 6 - 2021,Gaziantep FK,hard,5-4-1,GUVENC;VURAL;DJILOBODJI;MIRANDA;TOSCA;OLKOWSKI;MAXIM;RASHID;VETRIH;OZER;DICKO
Denizlispor vs. Yeni Malatyaspor - Saturday March 6 - 2021,Denizlispor,hard,4-1-4-1,GONEN;BEN MOHAMED;YUMLU;FABIANO;OZDEMIR;MURAWSKI;MESANOVIC;NIYAZ;DISKERUD;SACKO;RODALLEGA
Denizlispor vs. Yeni Malatyaspor - Saturday March 6 - 2021,Yeni Malatyaspor,hard,4-2-3-1,OZBIR;KARIM HAFEZ;HADEBE;WALLACE;CHEBAKE;ACQUAH;YAVRU;BUYUK;MALLAN;ESKIHELLAC;TETTEH
Fatih Karagumruk vs. Ankaragucu - Sunday March 7 - 2021,Ankaragucu,hard,4-2-3-1,FRIEDRICH;TURAN;SARLIJA;KULUSIC;KITSIOU;AKDAG;CEKICI;LOBJANIDZE;POTUK;GERALDO;BØRVEN
Fatih Karagumruk vs. Ankaragucu - Sunday March 7 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;CAMPI;ROCO;HEDENSTAD;BIGLIA;BORINI;CASTRO;BERTOLACCI;NDAO;SOBIECH
Galatasaray vs. Sivasspor - Sunday March 7 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;SARACCHI;MARCAO;DONK;LINNES;ANTALYALI;ONYEKURU;BELHANDA;FERNANDES;BABEL;FALCAO
Galatasaray vs. Sivasspor - Sunday March 7 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;CAMARA;YALCIN;OGUZ;ERDAL;GRADEL;ARSLAN;FAJR;BOYD;YATABARE
Genclerbirligi vs. Basaksehir - Sunday March 7 - 2021,Basaksehir,hard,4-2-3-1,BABACAN;KALDIRIM;EPUREANU;PONCK;SAHINER;TOPAL;OZCAN;ALEKSIC;GIULIANO;TURUC;CRIVELLI
Genclerbirligi vs. Basaksehir - Sunday March 7 - 2021,Genclerbirligi,hard,4-1-4-1,NORDFELDT;POLOMAT;DIEGO ANGELO;PIRIS DA MOTTA;JOHANSSON;DIKMEN;YILMAZ;YILDIRIM;FURMAN;CANDEIAS;LIMA
Hatayspor vs. Kayserispor - Sunday March 7 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;KONE;SANTOS;ABDIOGLU;POPOV;RIBEIRO;AABID;BOUPENDZA;MERT;AKINTOLA;DIOUF
Hatayspor vs. Kayserispor - Sunday March 7 - 2021,Kayserispor,hard,4-2-3-1,ALEMDAR;BEHICH;KOLOVETSIOS;DEMIROK;CIVELEK;ATTAMAH;MUHAR;PEDRO HENRIQUE;AVRAMOVSKI;LENNON;PARLAK
Antalyaspor vs. Kasimpasa - Monday March 8 - 2021,Antalyaspor,hard,4-1-4-1,KAPLAN;ALBAYRAK;KUDRYASHOV;SARI;BALCI;SAHIN;AMILTON;OZMERT;FREDY;SAM;BAYRAKDAR
Antalyaspor vs. Kasimpasa - Monday March 8 - 2021,Kasimpasa,hard,4-1-4-1,KOSE;HADDADI;BRECKA;SADIKU;HADERGJONAJ;BISTROVIC;VARGA;KARA;HAJRADINOVIC;KOOMSON;KIESE THELIN
Goztepe vs. Buyuksehir Belediye Erzurumspor - Monday March 8 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;BERGDICH;SCHWECHLEN;DA COSTA;UCAR;CELIK;BOUMAL;RASHANI;CHAHECHOUHE;ALKILIC;EL KABIR
Goztepe vs. Buyuksehir Belediye Erzurumspor - Monday March 8 - 2021,Goztepe,hard,4-2-3-1,EGRIBAYAT;EMIR;NUKAN;OZTURK;GASSAMA;NWOBODO;AYDOGDU;AKBUNAR;ZULJ;DIABATE;NDIAYE
Konyaspor vs. Fenerbahce - Monday March 8 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;NOVAK;SZALAI;AZIZ;GONUL;SOSA;YANDAS;VALENCIA;PELKAS;OSAYI-SAMUEL;THIAM
Konyaspor vs. Fenerbahce - Monday March 8 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;DEMIRBAG;BARDAKCI;CALIK;SKUBIC;DIOMANDE;JEVTOVIC;SEKIDIKA;MILOSEVIC;SHENGELIA;CIKALLESHI
Trabzonspor vs. Alanyaspor - Monday March 8 - 2021,Alanyaspor,hard,4-3-3,KIRINTILI;MOUBANDJE;TZAVELLAS;AKSOY;MORENO;UCAN;KUTLU;GULSELAM;KARACA;PEKTEMEK;KADZIOR
Trabzonspor vs. Alanyaspor - Monday March 8 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;VITOR HUGO;IE;ASAN;OZDEMIR;BAKER;NWAKAEME;BAKASETAS;EKUBAN;AFOBE
Basaksehir vs. Besiktas - Friday March 12 - 2021,Basaksehir,hard,4-2-3-1,BABACAN;KALDIRIM;EPUREANU;PONCK;RAFAEL;TOPAL;OZCAN;ALEKSIC;GIULIANO;TURUC;CRIVELLI
Basaksehir vs. Besiktas - Friday March 12 - 2021,Besiktas,easy,4-1-4-1,DESTANOGLU;N'SAKALA;VIDA;WELINTON;ROSIER;SOUZA;LARIN;LJAJIC;HUTCHINSON;GHEZZAL;ABOUBAKAR
Alanyaspor vs. Antalyaspor - Saturday March 13 - 2021,Alanyaspor,hard,4-2-3-1,MARAFONA;MOUBANDJE;TZAVELLAS;AKSOY;BINGOL;SIOPIS;UCAN;DAVIDSON;ACAR;BABACAR;PEKTEMEK
Alanyaspor vs. Antalyaspor - Saturday March 13 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;KUDRYASHOV;NALDO;SARI;IMERI;SAHIN;ALBAYRAK;OZMERT;BALCI;BAYRAKDAR;ORGILL
Kayserispor vs. Galatasaray - Saturday March 13 - 2021,Galatasaray,easy,4-4-2,MUSLERA;SARACCHI;MARCAO;LUYINDAMA;YEDLIN;KILINC;ANTALYALI;AKBABA;FERNANDES;FALCAO;MOSTAFA MOHAMED
Kayserispor vs. Galatasaray - Saturday March 13 - 2021,Kayserispor,hard,4-2-3-1,ALEMDAR;BEHICH;KOLOVETSIOS;DEMIROK;CIVELEK;ATTAMAH;MUHAR;PEDRO HENRIQUE;AVRAMOVSKI;LENNON;PARLAK
Rizespor vs. Hatayspor - Saturday March 13 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;KATRANIS;SANTOS;BILLONG;POPOV;RIBEIRO;AABID;BOUPENDZA;TRAORE;AKINTOLA;DIOUF
Rizespor vs. Hatayspor - Saturday March 13 - 2021,Rizespor,hard,4-2-3-1,AKKAN;KOYBASI;AY;TALBI;MOROZYUK;FABRICIO BAIANO;DJOKOVIC;SAMUDIO;FERNANDO BOLDRIN;ANDRADE;SKODA
Sivasspor vs. Fatih Karagumruk - Saturday March 13 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;CAMPI;ROCO;HEDENSTAD;BIGLIA;BORINI;CASTRO;BERTOLACCI;NDAO;SOBIECH
Sivasspor vs. Fatih Karagumruk - Saturday March 13 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;CAMARA;YALCIN;OKUMUS;COFIE;YESILYURT;FAJR;ARSLAN;BOYD;KAYODE
Ankaragucu vs. Goztepe - Sunday March 14 - 2021,Ankaragucu,hard,4-2-3-1,FRIEDRICH;TURAN;SARLIJA;KULUSIC;KITSIOU;AKDAG;CEKICI;LOBJANIDZE;POTUK;GERALDO;BØRVEN
Ankaragucu vs. Goztepe - Sunday March 14 - 2021,Goztepe,hard,4-1-4-1,EGRIBAYAT;EMIR;NUKAN;OZTURK;GASSAMA;ESITI;AKBUNAR;NWOBODO;AYDOGDU;DIABATE;NDIAYE
Buyuksehir Belediye Erzurumspor vs. Trabzonspor - Sunday March 14 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;BERGDICH;TEIKEU;SCHWECHLEN;BUTKO;CELIK;BOUMAL;BASSAN;CHAHECHOUHE;ALKILIC;EL KABIR
Buyuksehir Belediye Erzurumspor vs. Trabzonspor - Sunday March 14 - 2021,Trabzonspor,easy,4-1-4-1,CAKIR;MARLON;HOSSEINI;IE;TURKMEN;PARMAK;NWAKAEME;MALLI;BAKASETAS;EKUBAN;DJANINY
Fenerbahce vs. Genclerbirligi - Sunday March 14 - 2021,Fenerbahce,easy,4-1-4-1,BAYINDIR;NOVAK;SZALAI;AZIZ;GONUL;LUIZ GUSTAVO;PELKAS;YANDAS;SOSA;OSAYI-SAMUEL;THIAM
Fenerbahce vs. Genclerbirligi - Sunday March 14 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;PEHLIVAN;AKBAS;KIZILDAG;JOHANSSON;DIKMEN;PIRIS DA MOTTA;AYITE;YILDIRIM;CANDEIAS;LIMA
Gaziantep FK vs. Denizlispor - Sunday March 14 - 2021,Denizlispor,hard,4-1-4-1,GONEN;BEN MOHAMED;YUMLU;YILMAZ;OZDEMIR;AKTAS;SAGAL;DISKERUD;BAKALORZ;SACKO;RODALLEGA
Gaziantep FK vs. Denizlispor - Sunday March 14 - 2021,Gaziantep FK,hard,4-4-2,GUVENC;JUNIOR MORAIS;TOSCA;MIRANDA;OLKOWSKI;MAXIM;RASHID;VETRIH;SOUSA;DICKO;OZER
Kasimpasa vs. Konyaspor - Monday March 15 - 2021,Kasimpasa,hard,4-1-4-1,KOSE;HADDADI;TOSIC;LUCKASSEN;HADERGJONAJ;BISTROVIC;HAJRADINOVIC;DRINKWATER;KARA;KOOMSON;KIESE THELIN
Kasimpasa vs. Konyaspor - Monday March 15 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;GUILHERME;BARDAKCI;CALIK;SKUBIC;JEVTOVIC;HADZIAHMETOVIC;SEKIDIKA;MILOSEVIC;SHENGELIA;CIKALLESHI
Fatih Karagumruk vs. Kayserispor - Friday March 19 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;ZUKANOVIC;ROCO;HEDENSTAD;BIGLIA;DURMAZ;CASTRO;BERTOLACCI;SALIBUR;BORINI
Fatih Karagumruk vs. Kayserispor - Friday March 19 - 2021,Kayserispor,hard,4-2-3-1,ALEMDAR;BEHICH;KOLOVETSIOS;SAPUNARU;CIVELEK;ATTAMAH;MUHAR;PEDRO HENRIQUE;AVRAMOVSKI;LENNON;PARLAK
Galatasaray vs. Rizespor - Friday March 19 - 2021,Galatasaray,easy,4-1-3-2,MUSLERA;SARACCHI;MARCAO;LUYINDAMA;YEDLIN;ETEBO;KILINC;AKBABA;FERNANDES;MOSTAFA MOHAMED;FALCAO
Galatasaray vs. Rizespor - Friday March 19 - 2021,Rizespor,hard,4-1-4-1,AKKAN;KOYBASI;TALBI;AY;MOROZYUK;DJOKOVIC;SAMUDIO;SABO;FERNANDO BOLDRIN;FABRICIO BAIANO;SKODA
Genclerbirligi vs. Kasimpasa - Saturday March 20 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;PEHLIVAN;AKBAS;KIZILDAG;JOHANSSON;DIKMEN;PIRIS DA MOTTA;AYITE;YILDIRIM;CANDEIAS;LIMA
Genclerbirligi vs. Kasimpasa - Saturday March 20 - 2021,Kasimpasa,hard,4-2-3-1,KOSE;HADDADI;TOSIC;SADIKU;HADERGJONAJ;DRINKWATER;KARA;ERDOGAN;HAJRADINOVIC;KOOMSON;KIESE THELIN
Goztepe vs. Sivasspor - Saturday March 20 - 2021,Goztepe,hard,4-1-4-1,EGRIBAYAT;BUREKOVIC;NUKAN;MIHOJEVIC;PALULI;NWOBODO;NDIAYE;ZULJ;AYDOGDU;AKBUNAR;JAHOVIC
Goztepe vs. Sivasspor - Saturday March 20 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;CAMARA;YALCIN;OGUZ;COFIE;GRADEL;ARSLAN;FAJR;BOYD;YATABARE
Trabzonspor vs. Ankaragucu - Saturday March 20 - 2021,Ankaragucu,hard,4-2-3-1,FRIEDRICH;TURAN;SARLIJA;KULUSIC;PINTO;AKDAG;CEKICI;GERALDO;PAINTSIL;LOBJANIDZE;BØRVEN
Trabzonspor vs. Ankaragucu - Saturday March 20 - 2021,Trabzonspor,easy,4-1-4-1,CAKIR;MARLON;VITOR HUGO;IE;TURKMEN;PARMAK;NWAKAEME;MALLI;BAKASETAS;EKUBAN;DJANINY
Yeni Malatyaspor vs. Gaziantep FK - Saturday March 20 - 2021,Gaziantep FK,hard,4-4-2,GUVENC;JUNIOR MORAIS;TOSCA;MIRANDA;OLKOWSKI;MAXIM;RASHID;VETRIH;SOUSA;DEMIR;OZER
Yeni Malatyaspor vs. Gaziantep FK - Saturday March 20 - 2021,Yeni Malatyaspor,hard,4-2-3-1,OZBIR;KARIM HAFEZ;HADEBE;WALLACE;CHEBAKE;ZUQUI;ACQUAH;FOFANA;BUYUK;ESKIHELLAC;TETTEH
Antalyaspor vs. Buyuksehir Belediye Erzurumspor - Sunday March 21 - 2021,Antalyaspor,hard,4-1-4-1,KAPLAN;ALBAYRAK;KUDRYASHOV;SARI;BALCI;SAHIN;AMILTON;FREDY;OZMERT;BAYRAKDAR;PODOLSKI
Antalyaspor vs. Buyuksehir Belediye Erzurumspor - Sunday March 21 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;BERGDICH;SCHWECHLEN;DA COSTA;BUTKO;OMOLO;BOUMAL;BASSAN;CHAHECHOUHE;ALKILIC;EL KABIR
Besiktas vs. Fenerbahce - Sunday March 21 - 2021,Besiktas,easy,4-2-3-1,DESTANOGLU;N'SAKALA;WELINTON;VIDA;ROSIER;SOUZA;HUTCHINSON;LARIN;LJAJIC;GHEZZAL;ABOUBAKAR
Besiktas vs. Fenerbahce - Sunday March 21 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;ERKIN;SZALAI;AZIZ;SANGARE;LUIZ GUSTAVO;KAHVECI;VALENCIA;PELKAS;OSAYI-SAMUEL;SAMATTA
Denizlispor vs. Basaksehir - Sunday March 21 - 2021,Basaksehir,hard,4-2-3-1,GUNOK;KALDIRIM;EPUREANU;PONCK;SAHINER;CIGERCI;NDAYISHIMIYE;TURUC;GIULIANO;VISCA;BA
Denizlispor vs. Basaksehir - Sunday March 21 - 2021,Denizlispor,hard,4-1-4-1,GONEN;AYTAC;FABIANO;YILMAZ;OZKAL;MURAWSKI;SAGAL;DISKERUD;BAKALORZ;SACKO;RODALLEGA
Konyaspor vs. Alanyaspor - Sunday March 21 - 2021,Alanyaspor,hard,3-4-2-1,MARAFONA;CAULKER;AKSOY;TZAVELLAS;MOUBANDJE;SIOPIS;KUTLU;MORENO;UCAN;GUNES;BAREIRO
Konyaspor vs. Alanyaspor - Sunday March 21 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;GUILHERME;BARDAKCI;CALIK;SKUBIC;DIOMANDE;HADZIAHMETOVIC;BYTYQI;RAHMANOVIC;SEKIDIKA;CIKALLESHI
Hatayspor vs. Galatasaray - Saturday April 3 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;SARACCHI;DONK;FERNANDES;OZBAYRAKLI;ETEBO;ONYEKURU;FEGHOULI;BAYRAM;TURAN;MOSTAFA MOHAMED
Hatayspor vs. Galatasaray - Saturday April 3 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;CAYTEMEL;SANTOS;ABDIOGLU;POPOV;RIBEIRO;AABID;KAMARA;TRAORE;AKINTOLA;DIOUF
Kayserispor vs. Goztepe - Saturday April 3 - 2021,Goztepe,hard,4-1-4-1,EGRIBAYAT;EMIR;NUKAN;OZTURK;GASSAMA;ESITI;AKBUNAR;DIABATE;AYDOGDU;NDIAYE;JAHOVIC
Kayserispor vs. Goztepe - Saturday April 3 - 2021,Kayserispor,hard,4-4-2,ALEMDAR;BEHICH;KOLOVETSIOS;DEMIROK;KVRZIC;PEDRO HENRIQUE;ATTAMAH;AVRAMOVSKI;LENNON;PARLAK;CELIK
Rizespor vs. Fatih Karagumruk - Saturday April 3 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;ZUKANOVIC;ROCO;ALTINAY;BIGLIA;LENS;CASTRO;DURMAZ;SALIBUR;SOBIECH
Rizespor vs. Fatih Karagumruk - Saturday April 3 - 2021,Rizespor,hard,4-1-4-1,AKKAN;KOYBASI;TALBI;AY;MOROZYUK;DJOKOVIC;SAMUDIO;SABO;FERNANDO BOLDRIN;FABRICIO BAIANO;SKODA
Sivasspor vs. Trabzonspor - Saturday April 3 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;CAMARA;YALCIN;OGUZ;COFIE;GRADEL;FAJR;ARSLAN;BOYD;YATABARE
Sivasspor vs. Trabzonspor - Saturday April 3 - 2021,Trabzonspor,easy,4-1-4-1,CAKIR;MARLON;VITOR HUGO;IE;TURKMEN;PARMAK;NWAKAEME;MALLI;BAKASETAS;SARI;EKUBAN
Alanyaspor vs. Genclerbirligi - Sunday April 4 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;BINGOL;MOUBANDJE;AKSOY;MORENO;UCAN;SIOPIS;KUTLU;DAVIDSON;PEKTEMEK;KADZIOR
Alanyaspor vs. Genclerbirligi - Sunday April 4 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;PEHLIVAN;AKBAS;KIZILDAG;JOHANSSON;DIKMEN;PIRIS DA MOTTA;YILMAZ;YILDIRIM;CANDEIAS;LIMA
Ankaragucu vs. Antalyaspor - Sunday April 4 - 2021,Ankaragucu,hard,4-2-3-1,CELIKAY;PINTO;PAZDAN;KULUSIC;KITSIOU;AKDAG;CEKICI;LOBJANIDZE;POTUK;GERALDO;BØRVEN
Ankaragucu vs. Antalyaspor - Sunday April 4 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;ALBAYRAK;NALDO;SARI;BALCI;SAHIN;AMILTON;OZMERT;FREDY;SAM;PODOLSKI
Basaksehir vs. Yeni Malatyaspor - Sunday April 4 - 2021,Basaksehir,hard,4-2-3-1,BABACAN;SERTEL;PONCK;DUARTE;SAHINER;CIGERCI;NDAYISHIMIYE;TURUC;GIULIANO;VISCA;BA
Basaksehir vs. Yeni Malatyaspor - Sunday April 4 - 2021,Yeni Malatyaspor,hard,4-4-2,DAMLU;KARIM HAFEZ;KAYA;WALLACE;CHEBAKE;FOFANA;ACQUAH;ILDIZ;ESKIHELLAC;TETTEH;BUYUK
Buyuksehir Belediye Erzurumspor vs. Konyaspor - Sunday April 4 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-1-4-1,SZUMSKI;BERGDICH;SCHWECHLEN;DA COSTA;UCAR;OMOLO;RASHANI;CHAHECHOUHE;OBERTAN;BASSAN;GOMES
Buyuksehir Belediye Erzurumspor vs. Konyaspor - Sunday April 4 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;GUILHERME;BARDAKCI;CALIK;SKUBIC;JEVTOVIC;GUCTEKIN;BYTYQI;MILOSEVIC;SEKIDIKA;CIKALLESHI
Kasimpasa vs. Besiktas - Sunday April 4 - 2021,Besiktas,easy,4-1-4-1,DESTANOGLU;N'SAKALA;VIDA;WELINTON;UYSAL;SOUZA;N'KOUDOU;LJAJIC;HUTCHINSON;ROSIER;LARIN
Kasimpasa vs. Besiktas - Sunday April 4 - 2021,Kasimpasa,hard,4-1-4-1,TASKIRAN;HADDADI;TOSIC;LUCKASSEN;HADERGJONAJ;SADIKU;VARGA;KARA;HAJRADINOVIC;KOOMSON;KIESE THELIN
Fenerbahce vs. Denizlispor - Monday April 5 - 2021,Denizlispor,hard,4-2-3-1,GONEN;AYTAC;YILMAZ;YUMLU;FABIANO;MURAWSKI;BAKALORZ;SAGAL;DISKERUD;SACKO;RODALLEGA
Fenerbahce vs. Denizlispor - Monday April 5 - 2021,Fenerbahce,easy,4-1-4-1,BAYINDIR;ERKIN;SZALAI;AZIZ;GONUL;LUIZ GUSTAVO;VALENCIA;PELKAS;TUFAN;GUMUS;SAMATTA
Fatih Karagumruk vs. Hatayspor - Tuesday April 6 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;ZUKANOVIC;ROCO;HEDENSTAD;BIGLIA;DURMAZ;CASTRO;BERTOLACCI;NDAO;ERDINC
Fatih Karagumruk vs. Hatayspor - Tuesday April 6 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;KATRANIS;SANTOS;ABDIOGLU;CAMOGLU;RIBEIRO;AABID;KAMARA;TRAORE;AKINTOLA;DIOUF
Goztepe vs. Rizespor - Tuesday April 6 - 2021,Goztepe,hard,4-2-3-1,EGRIBAYAT;EMIR;NUKAN;TITI;PALULI;NWOBODO;AYDOGDU;TRIPIC;ZULJ;AKBUNAR;NDIAYE
Goztepe vs. Rizespor - Tuesday April 6 - 2021,Rizespor,hard,4-1-4-1,AKKAN;MELNJAK;TALBI;MERIAH;FABRICIO BAIANO;DJOKOVIC;ANDRADE;SABO;ERDOGAN;TORUN;SAMUDIO
Trabzonspor vs. Kayserispor - Tuesday April 6 - 2021,Kayserispor,hard,4-4-2,ALEMDAR;BEHICH;KOLOVETSIOS;DEMIROK;KVRZIC;PEDRO HENRIQUE;MUHAR;AVRAMOVSKI;LENNON;CELIK;PARLAK
Trabzonspor vs. Kayserispor - Tuesday April 6 - 2021,Trabzonspor,easy,4-1-4-1,CAKIR;MARLON;VITOR HUGO;HOSSEINI;TURKMEN;BAKER;NWAKAEME;FLAVIO;BAKASETAS;EKUBAN;DJANINY
Antalyaspor vs. Sivasspor - Wednesday April 7 - 2021,Antalyaspor,hard,4-1-4-1,BOFFIN;ALBAYRAK;KUDRYASHOV;SARI;BALCI;AKYOL;AMILTON;SINIK;FREDY;SAM;PODOLSKI
Antalyaspor vs. Sivasspor - Wednesday April 7 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;CAMARA;YALCIN;OGUZ;COFIE;GRADEL;FAJR;ARSLAN;BOYD;YATABARE
Besiktas vs. Alanyaspor - Wednesday April 7 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;TZAVELLAS;AKSOY;MORENO;UCAN;KUTLU;GULSELAM;DAVIDSON;BAREIRO;BABACAR
Besiktas vs. Alanyaspor - Wednesday April 7 - 2021,Besiktas,easy,4-2-3-1,DESTANOGLU;N'SAKALA;VIDA;WELINTON;ROSIER;SOUZA;HUTCHINSON;LARIN;OZYAKUP;GHEZZAL;TOSUN
Genclerbirligi vs. Buyuksehir Belediye Erzurumspor - Wednesday April 7 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;HATIPOGLU;DA COSTA;UCAR;OMOLO;BOUMAL;BASSAN;CHAHECHOUHE;ALKILIC;EL KABIR
Genclerbirligi vs. Buyuksehir Belediye Erzurumspor - Wednesday April 7 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;PEHLIVAN;AKBAS;KIZILDAG;JOHANSSON;DIKMEN;PIRIS DA MOTTA;YILMAZ;YILDIRIM;CANDEIAS;LIMA
Konyaspor vs. Ankaragucu - Wednesday April 7 - 2021,Ankaragucu,hard,4-2-3-1,CELIKAY;PINTO;SARLIJA;KULUSIC;KITSIOU;AKDAG;CEKICI;BØRVEN;POTUK;PAINTSIL;BADJI
Konyaspor vs. Ankaragucu - Wednesday April 7 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;GUILHERME;BARDAKCI;CALIK;SKUBIC;JEVTOVIC;HADZIAHMETOVIC;BYTYQI;MILOSEVIC;SEKIDIKA;CIKALLESHI
Denizlispor vs. Kasimpasa - Thursday April 8 - 2021,Denizlispor,hard,4-2-3-1,GONEN;AYTAC;YUMLU;YILMAZ;FABIANO;BAKALORZ;MURAWSKI;SAGAL;DISKERUD;MESANOVIC;RODALLEGA
