game,team,difficulty,formation,lineup
Osmanlispor Fk vs. Genclerbirligi - Saturday March 19 - 2016,Osmanlispor Fk,hard,4-2-3-1,SAHIN;PINTO;CURUKSU;SZUKALA;BAYIR;GUVEN;CAGIRAN;TORJE;LAWAL;UMAR;RUSESCU
Trabzonspor vs. Sivasspor - Saturday March 19 - 2016,Sivasspor,hard,4-2-3-1,CELIKAY;ERDAL;OUMARI;BOYE;CICINHO;INCEDEMIR;TAOUIL;SIMSEK;CHAHECHOUHE;TANASE;TEXEIRA
Trabzonspor vs. Sivasspor - Saturday March 19 - 2016,Trabzonspor,easy,4-2-3-1,ALVARADO;ERDOGAN;AKAKPO;YUMLU;BOSINGWA;KARA;YOKUSLU;ZENGIN;MARIN;CAVANDA;CARDOZO
Bursaspor vs. Kasimpasa - Sunday March 20 - 2016,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;SIVOK;CINAZ;HOSOGAI;FATY;TRAORE;TASDEMIR;BATALLA;YILDIRIM;YILMAZ
Bursaspor vs. Kasimpasa - Sunday March 20 - 2016,Kasimpasa,hard,4-2-3-1,ISAKSSON;VEIGNEAU;BOZHIKOV;TITI;POPOV;ARSLAN;DURAK;DEL VALLE;SCARIONE;BUYUK;KOITA
Konyaspor vs. Basaksehir - Sunday March 20 - 2016,Basaksehir,hard,4-2-3-1,BABACAN;OZTORUN;EPUREANU;AYHAN;IRTEGUN;TEKDEMIR;BELOZOGLU;SAHIN;MARCIO MOSSORO;VISCA;BATDAL
Konyaspor vs. Basaksehir - Sunday March 20 - 2016,Konyaspor,hard,4-4-2,KIRINTILI;USLU;VUKOVIC;TURAN;SKUBIC;MEHA;CAMDALI;FINDIKLI;SAHINER;BAJIC;TRAORE
Mersin Idmanyurdu vs. Gaziantepspor - Sunday March 20 - 2016,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;ARSLAN;GOUANO;SUME;YARDIMCI;GUCER;KAYALI;LARSSON;PUTILO;CINAR;PARLAK
Mersin Idmanyurdu vs. Gaziantepspor - Sunday March 20 - 2016,Mersin Idmanyurdu,hard,4-4-2,YILDIRIM;WEDERSON;MITROVIC;SADIKU;BALCI;NAKOULMA;CEYLAN;KHALILI;VAROL;WELLITON;TITA
Eskisehirspor vs. Galatasaray - Saturday April 2 - 2016,Eskisehirspor,hard,4-2-3-1,BOFFIN;KANAK;FIGUERAS;JUNIOR;COREKCI;KARAKAS;CAUSIC;BEKDEMIR;HADZIC;CIFTCI;BOKILA
Eskisehirspor vs. Galatasaray - Saturday April 2 - 2016,Galatasaray,easy,4-2-3-1,MUSLERA;CAROLE;DONK;KAYA;LINNES;RODRIGUEZ;KISA;OZTEKIN;COLAK;PODOLSKI;BULUT
Gaziantepspor vs. Trabzonspor - Saturday April 2 - 2016,Gaziantepspor,hard,4-4-2,KARCEMARSKAS;ARSLAN;GOUANO;SUME;YARDIMCI;PUTILO;SEN;KAYALI;CINAR;LARSSON;CHIBUIKE
Gaziantepspor vs. Trabzonspor - Saturday April 2 - 2016,Trabzonspor,easy,4-2-3-1,ALVARADO;BOSINGWA;DEMIR;YUMLU;CAVANDA;KARA;HURMACI;VURAL;EKICI;MARIN;CARDOZO
Genclerbirligi vs. Konyaspor - Saturday April 2 - 2016,Genclerbirligi,hard,4-2-3-1,HOPF;PEHLIVAN;CALIK;KULUSIC;OGUZ;SAHIN;SKULASON;KAHVECI;HLEB;DJALMA;STANCU
Genclerbirligi vs. Konyaspor - Saturday April 2 - 2016,Konyaspor,hard,4-2-3-1,KIRINTILI;DOUGLAS;VUKOVIC;TURAN;SKUBIC;CAMDALI;FINDIKLI;MEHA;HOLMEN;SAHINER;BAJIC
Antalyaspor vs. Akhisar Belediyespor - Sunday April 3 - 2016,Akhisar Belediyespor,hard,4-2-3-1,OZTURK;TASDELEN;KONUK;OSMANPASA;UNLU;N'GUEMO;CUSTODIO;SAMI;AYDOGDU;VAZ TE;RODALLEGA
Antalyaspor vs. Akhisar Belediyespor - Sunday April 3 - 2016,Antalyaspor,hard,4-2-3-1,M'BOLHI;RAMON;DIEGO ANGELO;CELUSTKA;SIMSEK;MAKOUN;KURTULUS;OZKAN;DANILO;ETAME;ETO'O
Basaksehir vs. Mersin Idmanyurdu - Sunday April 3 - 2016,Basaksehir,hard,4-2-3-1,BABACAN;ERDEM;EPUREANU;AYHAN;IRTEGUN;OZMERT;TEKDEMIR;SAHIN;MARCIO MOSSORO;VISCA;CIKALLESHI
Basaksehir vs. Mersin Idmanyurdu - Sunday April 3 - 2016,Mersin Idmanyurdu,hard,4-4-2,YILDIRIM;WEDERSON;MITROVIC;SADIKU;BALCI;KAYA;KHALILI;CEYLAN;TOZLU;TITA;KALOGLU
Fenerbahce vs. Osmanlispor Fk - Sunday April 3 - 2016,Fenerbahce,easy,4-2-3-1,DEMIREL;KALDIRIM;ALVES;KJAER;GONUL;TOPAL;SOUZA;SEN;TUFAN;POTUK;VAN PERSIE
Fenerbahce vs. Osmanlispor Fk - Sunday April 3 - 2016,Osmanlispor Fk,hard,4-2-3-1,SAHIN;PINTO;CURUKSU;DEMIROK;BAYIR;CAGIRAN;GUVEN;UMAR;LAWAL;NDIAYE;WEBO
Sivasspor vs. Bursaspor - Sunday April 3 - 2016,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;SIVOK;CINAZ;HOSOGAI;FATY;TRAORE;TASDEMIR;BATALLA;YILDIRIM;YILMAZ
Sivasspor vs. Bursaspor - Sunday April 3 - 2016,Sivasspor,hard,4-2-3-1,CELIKAY;ERDAL;OUMARI;BOYE;CICINHO;INCEDEMIR;KOCAK;SIMSEK;CHAHECHOUHE;ESER;TEXEIRA
Kasimpasa vs. Besiktas - Monday April 4 - 2016,Besiktas,easy,4-2-3-1,BOYKO;KOYBASI;MARCELO;UYSAL;BECK;HUTCHINSON;OZYAKUP;SAHAN;SOSA;FREI;GOMEZ
Kasimpasa vs. Besiktas - Monday April 4 - 2016,Kasimpasa,hard,4-2-3-1,KOSE;VEIGNEAU;TITI;OMERUO;POPOV;ARSLAN;CASTRO;DEL VALLE;SCARIONE;BUYUK;DERDIYOK
Rizespor vs. Kayserispor - Monday April 4 - 2016,Kayserispor,hard,4-2-3-1,AHAMADA;EMIR;AKBAS;MABIALA;YAVRU;MIJAILOVIC;OZCAL;BISESWAR;LOPES;CAGLAYAN;BAKIS
Rizespor vs. Kayserispor - Monday April 4 - 2016,Rizespor,hard,4-4-2,ITANDJE;ISMAIL;OBOABONA;VIERA;OVACIKLI;AKYUZ;ALTINAY;SYLVESTRE;KAYA;KADAH;CHEVALIER
Gaziantepspor vs. Sivasspor - Friday April 8 - 2016,Gaziantepspor,hard,4-4-2,KARCEMARSKAS;YARDIMCI;GOUANO;SUME;ARSLAN;PUTILO;ABUDA;KAYALI;LARSSON;PARLAK;CHIBUIKE
Gaziantepspor vs. Sivasspor - Friday April 8 - 2016,Sivasspor,hard,4-2-3-1,SETKUS;ERDAL;OUMARI;BOYE;CICINHO;INCEDEMIR;KOCAK;SIMSEK;CHAHECHOUHE;ESER;KABZE
Galatasaray vs. Rizespor - Saturday April 9 - 2016,Galatasaray,easy,4-2-3-1,MUSLERA;CAROLE;DENAYER;KAYA;GUNTER;CHEDJOU;KISA;OZTEKIN;COLAK;ADIN;PODOLSKI
Galatasaray vs. Rizespor - Saturday April 9 - 2016,Rizespor,hard,4-4-2,ITANDJE;ISMAIL;OBOABONA;VIERA;OVACIKLI;AKYUZ;ALTINAY;SYLVESTRE;KAYA;TUSZYNSKI;OZEK
Konyaspor vs. Fenerbahce - Saturday April 9 - 2016,Fenerbahce,easy,4-2-3-1,DEMIREL;KALDIRIM;ALVES;KJAER;GONUL;TOPAL;SOUZA;SEN;DIEGO;NANI;FERNANDAO
Konyaspor vs. Fenerbahce - Saturday April 9 - 2016,Konyaspor,hard,4-2-3-1,KIRINTILI;USLU;VUKOVIC;TURAN;SKUBIC;CAMDALI;FINDIKLI;MEHA;HOLMEN;SAHINER;RANGELOV
Osmanlispor Fk vs. Eskisehirspor - Saturday April 9 - 2016,Eskisehirspor,hard,4-2-3-1,BOFFIN;KANAK;FIGUERAS;GUNGOR;COREKCI;CAUSIC;COSKUN;BEKDEMIR;HADZIC;CIFTCI;BOKILA
Osmanlispor Fk vs. Eskisehirspor - Saturday April 9 - 2016,Osmanlispor Fk,hard,4-2-3-1,SAHIN;PINTO;CURUKSU;DEMIROK;BAYIR;LAWAL;CAGIRAN;DELARGE;NDIAYE;UMAR;RUSESCU
Kayserispor vs. Antalyaspor - Sunday April 10 - 2016,Antalyaspor,hard,4-3-3,FORNEZZI;RAMON;DIEGO ANGELO;CELUSTKA;INKOOM;MAKOUN;CHARLES;YILDIRIM;ETO'O;SISMANOGLU;DELIBALTA
Kayserispor vs. Antalyaspor - Sunday April 10 - 2016,Kayserispor,hard,4-2-3-1,AHAMADA;EMIR;AKBAS;MABIALA;YAVRU;MIJAILOVIC;OZCAL;BISESWAR;LOPES;CAGLAYAN;BAKIS
Mersin Idmanyurdu vs. Genclerbirligi - Sunday April 10 - 2016,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;CALIK;KULUSIC;ASLANTAS;SAHIN;LANDEL;STANCU;KAHVECI;DJALMA;EL KABIR
Mersin Idmanyurdu vs. Genclerbirligi - Sunday April 10 - 2016,Mersin Idmanyurdu,hard,4-4-2,YILDIRIM;WEDERSON;MITROVIC;DEMIRHAN;BALCI;NAKOULMA;TAS;CEYLAN;VAROL;WELLITON;TITA
Trabzonspor vs. Basaksehir - Sunday April 10 - 2016,Basaksehir,hard,4-2-3-1,BABACAN;ERDEM;EPUREANU;AYHAN;IRTEGUN;TEKDEMIR;BELOZOGLU;DOKA MADUREIRA;MARCIO MOSSORO;VISCA;CIKALLESHI
Trabzonspor vs. Basaksehir - Sunday April 10 - 2016,Trabzonspor,easy,4-2-3-1,ALVARADO;BOSINGWA;AKAKPO;YUMLU;CAVANDA;KARA;OVUC;ZENGIN;EKICI;HURMACI;DEMIR
Akhisar Belediyespor vs. Kasimpasa - Monday April 11 - 2016,Akhisar Belediyespor,hard,4-3-3,OZTURK;TASDELEN;KONUK;OSMANPASA;UNLU;CUSTODIO;YUCE;N'GUEMO;SAMI;RODALLEGA;VAZ TE
Akhisar Belediyespor vs. Kasimpasa - Monday April 11 - 2016,Kasimpasa,hard,4-2-3-1,KOSE;VEIGNEAU;TITI;OMERUO;POPOV;ARSLAN;CASTRO;DEL VALLE;SCARIONE;BUYUK;DERDIYOK
Besiktas vs. Bursaspor - Monday April 11 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;RUANO;MARCELO;KURTULUS;HUTCHINSON;OZYAKUP;SAHAN;SOSA;QUARESMA;GOMEZ
Besiktas vs. Bursaspor - Monday April 11 - 2016,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;SIVOK;CINAZ;HOSOGAI;FATY;TRAORE;TASDEMIR;BATALLA;YILMAZ;NECID
Galatasaray vs. Fenerbahce - Wednesday April 13 - 2016,Fenerbahce,easy,4-4-2,DEMIREL;KALDIRIM;ALVES;KJAER;GONUL;SEN;TOPAL;SOUZA;POTUK;NANI;VAN PERSIE
Galatasaray vs. Fenerbahce - Wednesday April 13 - 2016,Galatasaray,easy,4-2-3-1,MUSLERA;ADIN;BALTA;DENAYER;KAYA;DONK;INAN;COLAK;SNEIJDER;OZTEKIN;PODOLSKI
Antalyaspor vs. Galatasaray - Saturday April 16 - 2016,Antalyaspor,hard,4-3-3,FORNEZZI;RAMON;DIEGO ANGELO;CELUSTKA;INKOOM;ENGUENE;MAKOUN;KURTULUS;OZKAN;ETO'O;ETAME
Antalyaspor vs. Galatasaray - Saturday April 16 - 2016,Galatasaray,easy,4-2-3-1,MUSLERA;CAROLE;BALTA;KAYA;LINNES;DONK;KISA;OZTEKIN;COLAK;ADIN;PODOLSKI
Eskisehirspor vs. Konyaspor - Saturday April 16 - 2016,Eskisehirspor,hard,4-2-3-1,BOFFIN;DOGAN;FIGUERAS;GUNGOR;COREKCI;CAUSIC;COSKUN;KANAK;HADZIC;CIFTCI;BOKILA
Eskisehirspor vs. Konyaspor - Saturday April 16 - 2016,Konyaspor,hard,4-4-2,KIRINTILI;DOUGLAS;TURAN;AY;SKUBIC;TRAORE;CAMDALI;FINDIKLI;MARC KIBONG MBAMBA;SONMEZ;BAJIC
Rizespor vs. Osmanlispor Fk - Saturday April 16 - 2016,Osmanlispor Fk,hard,4-2-3-1,SAHIN;PINTO;CURUKSU;SZUKALA;BAYIR;GUVEN;CAGIRAN;DELARGE;NDIAYE;UMAR;WEBO
Rizespor vs. Osmanlispor Fk - Saturday April 16 - 2016,Rizespor,hard,4-4-2,ITANDJE;ISMAIL;OBOABONA;VIERA;OVACIKLI;DZALAMIDZE;ALTINAY;SYLVESTRE;KAYA;TUSZYNSKI;OZEK
Sivasspor vs. Besiktas - Saturday April 16 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;RUANO;MARCELO;BECK;HUTCHINSON;OZYAKUP;SAHAN;SOSA;FREI;GOMEZ
Sivasspor vs. Besiktas - Saturday April 16 - 2016,Sivasspor,hard,4-2-3-1,SETKUS;OZTURK;OUMARI;BOYE;CICINHO;KONE;KOCAK;CHAHECHOUHE;TAOUIL;ESER;KABZE
Basaksehir vs. Gaziantepspor - Sunday April 17 - 2016,Basaksehir,hard,4-2-3-1,BABACAN;ERDEM;EPUREANU;AYHAN;IRTEGUN;TEKDEMIR;BELOZOGLU;DOKA MADUREIRA;MARCIO MOSSORO;VISCA;BATDAL
Basaksehir vs. Gaziantepspor - Sunday April 17 - 2016,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;MARCAL;AROKOYO;SUME;ARSLAN;ABUDA;ILDIZ;LARSSON;PUTILO;CINAR;PARLAK
Bursaspor vs. Akhisar Belediyespor - Sunday April 17 - 2016,Akhisar Belediyespor,hard,4-3-3,OZTURK;TASDELEN;KONUK;OSMANPASA;UNLU;CUSTODIO;YUCE;N'GUEMO;SAMI;RODALLEGA;BRUNO MEZENGA
Bursaspor vs. Akhisar Belediyespor - Sunday April 17 - 2016,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;AZIZ;SIVOK;YILMAZ;CINAZ;TRAORE;TASDEMIR;BATALLA;YILDIRIM;YILMAZ
Fenerbahce vs. Mersin Idmanyurdu - Sunday April 17 - 2016,Fenerbahce,easy,4-4-2,DEMIREL;KALDIRIM;ALVES;KJAER;GONUL;SEN;TOPAL;SOUZA;POTUK;NANI;VAN PERSIE
Fenerbahce vs. Mersin Idmanyurdu - Sunday April 17 - 2016,Mersin Idmanyurdu,hard,4-3-3,YILDIRIM;WEDERSON;AKKAN;SADIKU;VAROL;KHALILI;TAS;CEYLAN;TITA;WELLITON;PEDRIEL
Kasimpasa vs. Kayserispor - Sunday April 17 - 2016,Kasimpasa,hard,4-2-3-1,KOSE;VEIGNEAU;TITI;OMERUO;POPOV;ARSLAN;CASTRO;DEL VALLE;SCARIONE;BUYUK;DERDIYOK
Kasimpasa vs. Kayserispor - Sunday April 17 - 2016,Kayserispor,hard,4-2-3-1,AHAMADA;EMIR;AKBAS;SIMIC;YAVRU;MIJAILOVIC;OZCAL;BISESWAR;LOPES;BAYRAM;CAGLAYAN
Genclerbirligi vs. Trabzonspor - Monday April 18 - 2016,Genclerbirligi,hard,4-2-3-1,KAPLAN;CIFTCI;GORGULU;POLITEVICH;ASLANTAS;KAYA;LANDEL;STANCU;KAHVECI;DJALMA;EL KABIR
Genclerbirligi vs. Trabzonspor - Monday April 18 - 2016,Trabzonspor,easy,4-2-3-1,ALVARADO;VURAL;DEMIR;YUMLU;CAVANDA;YOKUSLU;HURMACI;ZENGIN;EKICI;MARIN;DEMIR
Kayserispor vs. Bursaspor - Friday April 22 - 2016,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;AZIZ;SIVOK;HOSOGAI;FATY;TRAORE;STOCH;JORQUERA;DZSUDZSAK;NECID
Kayserispor vs. Bursaspor - Friday April 22 - 2016,Kayserispor,hard,4-2-3-1,AHAMADA;EMIR;AKBAS;SIMIC;CAN;MIJAILOVIC;OZCAL;CAGLAYAN;LOPES;TURUC;BAKIS
Akhisar Belediyespor vs. Besiktas - Saturday April 23 - 2016,Akhisar Belediyespor,hard,4-3-3,OZTURK;TASDELEN;DOUGLAO;OSMANPASA;UNLU;CUSTODIO;YUCE;N'GUEMO;SAMI;RODALLEGA;GRBIC
Akhisar Belediyespor vs. Besiktas - Saturday April 23 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;RUANO;MARCELO;KURTULUS;HUTCHINSON;OZYAKUP;SAHAN;SOSA;QUARESMA;GOMEZ
Basaksehir vs. Sivasspor - Saturday April 23 - 2016,Basaksehir,hard,4-2-3-1,BABACAN;ERDEM;EPUREANU;AYHAN;IRTEGUN;TEKDEMIR;BELOZOGLU;DOKA MADUREIRA;MARCIO MOSSORO;VISCA;BATDAL
Basaksehir vs. Sivasspor - Saturday April 23 - 2016,Sivasspor,hard,4-2-3-1,SETKUS;SUZEN;OUMARI;BOYE;CEKEN;KONE;INCEDEMIR;TANASE;CHAHECHOUHE;ESER;SIMSEK
Osmanlispor Fk vs. Antalyaspor - Saturday April 23 - 2016,Antalyaspor,hard,4-1-4-1,M'BOLHI;RAMON;DIEGO ANGELO;CELUSTKA;INKOOM;CHARLES;OZKAN;ENGUENE;KURTULUS;SIMSEK;ETO'O
Osmanlispor Fk vs. Antalyaspor - Saturday April 23 - 2016,Osmanlispor Fk,hard,4-2-3-1,ARIKAN;BAYIR;CURUKSU;DEMIROK;VRSAJEVIC;CAGIRAN;GUVEN;DELARGE;NDIAYE;UMAR;WEBO
Galatasaray vs. Kasimpasa - Sunday April 24 - 2016,Galatasaray,easy,4-2-3-1,MUSLERA;CAROLE;GUNTER;KAYA;LINNES;INAN;KISA;ADIN;COLAK;SARIOGLU;PODOLSKI
Galatasaray vs. Kasimpasa - Sunday April 24 - 2016,Kasimpasa,hard,4-2-3-1,KOSE;VEIGNEAU;TITI;SARI;POPOV;ARSLAN;CASTRO;DEL VALLE;SCARIONE;KOITA;DERDIYOK
Konyaspor vs. Rizespor - Sunday April 24 - 2016,Konyaspor,hard,4-4-2,KIRINTILI;DOUGLAS;VUKOVIC;TURAN;SKUBIC;TRAORE;CAMDALI;FINDIKLI;SAHINER;SONMEZ;BAJIC
Konyaspor vs. Rizespor - Sunday April 24 - 2016,Rizespor,hard,4-4-2,ITANDJE;ISMAIL;KURT;OBOABONA;OVACIKLI;DURUER;ALTINAY;SYLVESTRE;OZEK;KADAH;CHEVALIER
Mersin Idmanyurdu vs. Eskisehirspor - Sunday April 24 - 2016,Eskisehirspor,hard,4-2-3-1,VURAL;COSKUN;FIGUERAS;GUNGOR;COREKCI;KARAKAS;CAUSIC;BEKDEMIR;HADZIC;CIFTCI;MEYE
Mersin Idmanyurdu vs. Eskisehirspor - Sunday April 24 - 2016,Mersin Idmanyurdu,hard,4-3-3,SAHIN;WEDERSON;MITROVIC;SADIKU;BALCI;KHALILI;TAS;CEYLAN;TITA;TOZLU;VAROL
Trabzonspor vs. Fenerbahce - Sunday April 24 - 2016,Fenerbahce,easy,4-4-2,DEMIREL;KALDIRIM;ALVES;KJAER;GONUL;SEN;TOPAL;SOUZA;POTUK;NANI;VAN PERSIE
Trabzonspor vs. Fenerbahce - Sunday April 24 - 2016,Trabzonspor,easy,4-4-2,KIVRAK;NIZAM;DEMIR;BOSINGWA;DURSUN;VURAL;YOKUSLU;EKICI;HURMACI;DEMIR;CARDOZO
Gaziantepspor vs. Genclerbirligi - Monday April 25 - 2016,Gaziantepspor,hard,4-4-2,KARCEMARSKAS;YARDIMCI;AROKOYO;CINEMRE;ARSLAN;PUTILO;GUCER;KAYALI;LARSSON;HABIBOU;CHIBUIKE
Gaziantepspor vs. Genclerbirligi - Monday April 25 - 2016,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;KULUSIC;POLITEVICH;OGUZ;SAHIN;LANDEL;STANCU;KAHVECI;DJALMA;EL KABIR
Bursaspor vs. Galatasaray - Friday April 29 - 2016,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;SIVOK;CINAZ;HOSOGAI;KARACAN;FATY;STOCH;BATALLA;KANATSIZKUS;NECID
Bursaspor vs. Galatasaray - Friday April 29 - 2016,Galatasaray,easy,4-4-2,MUSLERA;CAROLE;BALTA;DENAYER;SARIOGLU;OZTEKIN;INAN;COLAK;ADIN;BULUT;PODOLSKI
Rizespor vs. Mersin Idmanyurdu - Friday April 29 - 2016,Mersin Idmanyurdu,hard,4-1-4-1,SAHIN;METIN;AKKAN;SADIKU;OLKAN;TAS;OGRAK;KHALILI;CEYLAN;VAROL;TOZLU
Rizespor vs. Mersin Idmanyurdu - Friday April 29 - 2016,Rizespor,hard,4-3-3,ITANDJE;DURUER;OBOABONA;VIERA;OVACIKLI;MAKIADI;ALTINAY;SYLVESTRE;OZEK;KADAH;KAYA
Besiktas vs. Kayserispor - Saturday April 30 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;TOSIC;MARCELO;BECK;HUTCHINSON;OZYAKUP;SAHAN;SOSA;QUARESMA;GOMEZ
Besiktas vs. Kayserispor - Saturday April 30 - 2016,Kayserispor,hard,4-2-3-1,AHAMADA;EMIR;AKBAS;SIMIC;YAVRU;MIJAILOVIC;OZCAL;CAGLAYAN;LOPES;TURUC;BAKIS
Eskisehirspor vs. Trabzonspor - Saturday April 30 - 2016,Eskisehirspor,hard,4-2-3-1,BOFFIN;KANAK;FIGUERAS;GUNGOR;COREKCI;KARAKAS;CAUSIC;BEKDEMIR;OKRIASHVILI;UCAR;CIFTCI
Eskisehirspor vs. Trabzonspor - Saturday April 30 - 2016,Trabzonspor,easy,4-2-3-1,KIVRAK;NIZAM;DEMIR;DOUGLAS;BOSINGWA;YOKUSLU;KARA;VURAL;EKICI;KARADENIZ;DEMIR
Genclerbirligi vs. Basaksehir - Saturday April 30 - 2016,Basaksehir,hard,4-2-3-1,BABACAN;ERDEM;EPUREANU;AYHAN;IRTEGUN;TEKDEMIR;BELOZOGLU;DOKA MADUREIRA;MARCIO MOSSORO;VISCA;BATDAL
Genclerbirligi vs. Basaksehir - Saturday April 30 - 2016,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;KULUSIC;POLITEVICH;OGUZ;SAHIN;LANDEL;STANCU;KAHVECI;DJALMA;EL KABIR
Antalyaspor vs. Konyaspor - Sunday May 1 - 2016,Antalyaspor,hard,4-2-3-1,FORNEZZI;RAMON;AYTAC;DIEGO ANGELO;CELUSTKA;MAKOUN;KURTULUS;OZKAN;DANILO;ETAME;ETO'O
Antalyaspor vs. Konyaspor - Sunday May 1 - 2016,Konyaspor,hard,4-2-3-1,KIRINTILI;USLU;VUKOVIC;TURAN;SKUBIC;CAMDALI;FINDIKLI;TRAORE;HOLMEN;SAHINER;RANGELOV
Fenerbahce vs. Gaziantepspor - Sunday May 1 - 2016,Fenerbahce,easy,4-4-2,DEMIREL;KALDIRIM;ALVES;KJAER;GONUL;SEN;TOPAL;SOUZA;POTUK;NANI;VAN PERSIE
Fenerbahce vs. Gaziantepspor - Sunday May 1 - 2016,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;ARSLAN;AROKOYO;SUME;ILDIZ;ABUDA;GUCER;CINAR;KILIC;NEFIZ;LARSSON
Sivasspor vs. Akhisar Belediyespor - Sunday May 1 - 2016,Akhisar Belediyespor,hard,4-3-3,OZTURK;TASDELEN;DOUGLAO;KONUK;UNLU;N'GUEMO;YUCE;CUSTODIO;SAMI;RODALLEGA;VAZ TE
Sivasspor vs. Akhisar Belediyespor - Sunday May 1 - 2016,Sivasspor,hard,4-2-3-1,SETKUS;SUZEN;OUMARI;BOYE;CEKEN;INCEDEMIR;TANASE;SIMSEK;CHAHECHOUHE;ESER;TEXEIRA
Kasimpasa vs. Osmanlispor Fk - Monday May 2 - 2016,Kasimpasa,hard,4-2-3-1,BIRNICAN;VEIGNEAU;TITI;OMERUO;POPOV;ARSLAN;CASTRO;DEL VALLE;SCARIONE;BUYUK;DERDIYOK
Kasimpasa vs. Osmanlispor Fk - Monday May 2 - 2016,Osmanlispor Fk,hard,4-2-3-1,SAHIN;BAYIR;CURUKSU;DEMIROK;VRSAJEVIC;GUVEN;CAGIRAN;DELARGE;NDIAYE;UMAR;WEBO
Gaziantepspor vs. Eskisehirspor - Saturday May 7 - 2016,Eskisehirspor,hard,4-2-3-1,BOFFIN;KANAK;FIGUERAS;GUNGOR;COREKCI;HADZIC;CAUSIC;BEKDEMIR;OKRIASHVILI;CIFTCI;BOKILA
Gaziantepspor vs. Eskisehirspor - Saturday May 7 - 2016,Gaziantepspor,hard,4-4-2,KARCEMARSKAS;MARCAL;GOUANO;SUME;YARDIMCI;LARSSON;ABUDA;ILDIZ;DURAK;HABIBOU;CHIBUIKE
Osmanlispor Fk vs. Bursaspor - Saturday May 7 - 2016,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;SIVOK;CINAZ;HOSOGAI;KARACAN;FATY;STOCH;BATALLA;JORQUERA;YILMAZ
Osmanlispor Fk vs. Bursaspor - Saturday May 7 - 2016,Osmanlispor Fk,hard,4-2-3-1,SAHIN;PINTO;CURUKSU;DEMIROK;VRSAJEVIC;GUVEN;CAGIRAN;DELARGE;LAWAL;UMAR;RUSESCU
Sivasspor vs. Genclerbirligi - Saturday May 7 - 2016,Genclerbirligi,hard,4-2-3-1,HOPF;PEHLIVAN;CALIK;KULUSIC;OGUZ;SAHIN;LANDEL;GURLER;KAHVECI;DJALMA;STANCU
Sivasspor vs. Genclerbirligi - Saturday May 7 - 2016,Sivasspor,hard,4-2-3-1,SETKUS;SUZEN;OUMARI;BOYE;ERDAL;INCEDEMIR;TAOUIL;TANASE;CHAHECHOUHE;ESER;KABZE
Akhisar Belediyespor vs. Kayserispor - Sunday May 8 - 2016,Akhisar Belediyespor,hard,4-2-3-1,OZTURK;TASDELEN;DOUGLAO;OSMANPASA;CEBE;N'GUEMO;CUSTODIO;SAMI;AYDOGDU;BRUNO MEZENGA;RODALLEGA
Akhisar Belediyespor vs. Kayserispor - Sunday May 8 - 2016,Kayserispor,hard,4-2-3-1,AHAMADA;EMIR;SIMIC;MABIALA;YAVRU;MIJAILOVIC;OZCAL;BISESWAR;LOPES;CAGLAYAN;DERLEY
Galatasaray vs. Besiktas - Sunday May 8 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;TOSIC;MARCELO;BECK;HUTCHINSON;OZYAKUP;SAHAN;SOSA;QUARESMA;GOMEZ
Galatasaray vs. Besiktas - Sunday May 8 - 2016,Galatasaray,easy,4-2-3-1,MUSLERA;CAROLE;BALTA;DENAYER;LINNES;INAN;COLAK;OZTEKIN;SNEIJDER;SARIOGLU;PODOLSKI
Mersin Idmanyurdu vs. Antalyaspor - Sunday May 8 - 2016,Antalyaspor,hard,4-2-3-1,OZENC;YILMAZ;AYTAC;DIEGO ANGELO;INKOOM;MAKOUN;KURTULUS;OZKAN;DANILO;ETAME;ETO'O
Mersin Idmanyurdu vs. Antalyaspor - Sunday May 8 - 2016,Mersin Idmanyurdu,hard,4-2-3-1,SAHIN;DEMIRHAN;MITROVIC;AKKAN;OLKAN;TAS;SADIKU;METIN;CEYLAN;VAROL;TOZLU
Trabzonspor vs. Rizespor - Sunday May 8 - 2016,Rizespor,hard,4-3-3,ITANDJE;DURUER;KURT;VIERA;OVACIKLI;MAKIADI;ALTINAY;SYLVESTRE;OZEK;AKYUZ;KAYA
